PDB	ChainID	Name	Title	Type	Function	label_asym_id	Residue_seq_id
7IPG	A	NA	Sodium ion	Ion	Cofactor	B	A:2400
7IPG	A	OLC	1-oleoyl-r-glycerol	Lipid		CA, DA, EA, FA, GA, HA, IA	A:2427, A:2428, A:2429, A:2430, A:2431, A:2432, A:2433
7JHJ	R	Y01	Cholesterol hemisuccinate	Lipid		F	R:401
7JNI	A, B	OLA	Oleic acid	Lipid	Cofactor	E, F, I, M	A:1202, A:1203, A:1206, B:1201
7JNI	A	HEZ	Hexane-1,6-diol	Other	Cofactor	K	A:1208
7JNI	A	OLC	1-oleoyl-r-glycerol	Lipid		D, G, H	A:1201, A:1204, A:1205
7JV5	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:502, R:503, R:504, R:505, R:506, R:507
7JV5	R	PLM	Palmitic acid	Lipid	Cofactor	M, N, O, P, Q, R	R:508, R:509, R:510, R:511, R:512, R:513
7JVP	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:502, R:503, R:504, R:505, R:506, R:507
7JVP	R	PLM	Palmitic acid	Lipid	Cofactor	M, N, O, P, Q	R:508, R:509, R:510, R:511, R:512
7JVQ	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K	R:502, R:503, R:504, R:505, R:506
7JVQ	R	PLM	Palmitic acid	Lipid	Cofactor	L, M, N	R:507, R:508, R:509
7K15	A	NA	Sodium ion	Ion	Cofactor	C	A:2102
7K15	A	OLA	Oleic acid	Lipid	Cofactor	E	A:2104
7K15	A	2PE	Nonaethylene glycol	Other	Cofactor	I	A:2108
7K15	A	FMN	Flavin mononucleotide	Other		D	A:2103
7K15	A	OLC	1-oleoyl-r-glycerol	Lipid		F, G	A:2105, A:2106
7M3E	A, B	NAG	D-glcnac	Other		E, F, G, H, O, P, Q, R, S	A:902, A:903, A:904, A:905, B:902, B:903, B:904, B:905, B:906
7M3F	A, B	NAG	D-glcnac	Other		F, G, H, I, P, Q, R, S, T	A:901, A:902, A:903, A:904, B:901, B:902, B:903, B:904, B:905
7M3G	A, B	NAG	D-glcnac	Other		K, L, M, T, U	A:902, A:903, A:904, B:902, B:903
7M3J	A, B	NAG	D-glcnac	Other		E, F, G, J, K	A:902, A:903, A:904, B:902, B:903
7M8W	A	NA	Sodium ion	Ion	Cofactor	C	A:2402
7M8W	A	FLC	Citrate anion	Other	Cofactor	D	A:2403
7MBX	R	Y01	Cholesterol hemisuccinate	Lipid		G	R:501
7MT8	G	SGV	Sangivamycin	Other	Cofactor	C	G:601
7MT9	G	SGV	Sangivamycin	Other	Cofactor	C	G:601
7MTA	G	SGV	Sangivamycin	Other	Cofactor	E	G:601
7MTB	G	SGV	Sangivamycin	Other	Cofactor	E	G:601
7MTQ	A, B	NAG	D-glcnac	Other		C, F	A:901, B:902
7MTR	A, B	NAG	D-glcnac	Other		D, F	B:902, A:902
7MTS	A, B	NAG	D-glcnac	Other		H, J	A:903, B:902
7NA7	R	CLR	Cholesterol	Lipid	Cofactor	G, H	R:401, R:402
7P02	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7PIU	R	CA	Calcium ion	Ion	Cofactor	G	R:401
7PIV	R	CA	Calcium ion	Ion	Cofactor	G	R:401
7PP1	AAA	CLR	Cholesterol	Lipid	Cofactor	C	AAA:1202
7PX4	A	CLR	Cholesterol	Lipid	Cofactor	B, C, D	A:2401, A:2402, A:2403
7PX4	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, CA, DA, EA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2426, A:2427, A:2428, A:2429, A:2430, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424, A:2425
7PX4	A	OLC	1-oleoyl-r-glycerol	Lipid		FA, GA, HA	A:2431, A:2432, A:2433
7PYR	A	CLR	Cholesterol	Lipid	Cofactor	B, C, D	A:2401, A:2402, A:2403
7PYR	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, CA, DA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2426, A:2427, A:2428, A:2429, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424, A:2425
7PYR	A	OLC	1-oleoyl-r-glycerol	Lipid		EA, FA, GA, HA	A:2430, A:2431, A:2432, A:2433
7RM5	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E, F	A:1202, A:1203, A:1204, A:1205
7RM5	A	NA	Sodium ion	Ion	Cofactor	G	A:1206
7SIL	A, B	CLR	Cholesterol	Lipid	Cofactor	EA, FA, GA, HA, Q, R, S, T	B:911, B:912, B:913, B:914, A:911, A:912, A:913, A:914
7SIL	A, B	NAG	D-glcnac	Other		G, H, I, U, V, W	A:901, A:902, A:903, B:901, B:902, B:903
7SK3	A	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L, M, N	A:601, A:602, A:603, A:604, A:605, A:606, A:607, A:608
7SK4	A	CLR	Cholesterol	Lipid	Cofactor	G, H	A:401, A:402
7SK5	A, F	CLR	Cholesterol	Lipid	Cofactor	F, G, H, I, J, K, L	A:401, A:402, A:403, A:404, A:405, A:406, F:301
7SK7	A	CLR	Cholesterol	Lipid	Cofactor	G	A:402
7SK8	A	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, M	A:401, A:402, A:403, A:404, A:405, A:407
7SK8	A	LMN	Lauryl maltose neopentyl glycol	Detergent		L	A:406
7SK9	A	CLR	Cholesterol	Lipid	Cofactor	E, F	A:402, A:403
7SQO	R	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I	R:501, R:502, R:503, R:504
7SRQ	R	NAG	D-glcnac	Other		B	R:501
7SRS	R	NAG	D-glcnac	Other		G	R:501
7SUS	A	ZN	Zinc ion	Ion	Cofactor	B	A:1101
7SUS	A	OLC	1-oleoyl-r-glycerol	Lipid		D	A:1103
7T2G	R	CLR	Cholesterol	Lipid	Cofactor	F, G	R:502, R:503
7T6V	R	PLM	Palmitic acid	Lipid	Cofactor	G	R:401
7T9M	R	NAG	D-glcnac	Other		E, F, G	R:801, R:802, R:803
7T9N	R	Z41	(2s)-3-hydroxypropane-1,2-diyl dihexadecanoate	Other	Cofactor	H	R:801
7T9N	R	NAG	D-glcnac	Other		I, J, K	R:802, R:803, R:804
7TYF	R	PLM	Palmitic acid	Lipid	Cofactor	J, K, N, O, P, R, S, T, V	R:503, R:504, R:507, R:508, R:509, R:511, R:512, R:513, R:515
7TYF	R	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	Q	R:510
7TYF	R	PTY	Phosphatidylethanolamine	Other	Cofactor	U	R:514
7TYF	R	NAG	D-glcnac	Other		H, I	R:501, R:502
7TYF	R	Y01	Cholesterol hemisuccinate	Lipid		L, M	R:505, R:506
7TYI	R	PLM	Palmitic acid	Lipid	Cofactor	G, J, K, L, M, N, O, P, Q, R	R:512, R:503, R:504, R:505, R:506, R:507, R:508, R:509, R:510, R:511
7TYI	R	NAG	D-glcnac	Other		H, I	R:501, R:502
7TYN	R	PLM	Palmitic acid	Lipid	Cofactor	J, K, L, N, O, P, Q, R, S, T, U, V, W	R:504, R:505, R:506, R:508, R:509, R:510, R:511, R:512, R:513, R:514, R:515, R:516, R:517
7TYN	R	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	I	R:503
7TYN	R	NAG	D-glcnac	Other		G, H	R:501, R:502
7TYN	R	Y01	Cholesterol hemisuccinate	Lipid		M	R:507
7TYO	R	NAG	D-glcnac	Other		G	R:501
7TYO	R	Y01	Cholesterol hemisuccinate	Lipid		H, I	R:502, R:503
7TYW	E, R	PLM	Palmitic acid	Lipid	Cofactor	H, M	E:201, R:505
7TYW	R	NAG	D-glcnac	Other		I, J	R:501, R:502
7TYW	R	Y01	Cholesterol hemisuccinate	Lipid		K, L	R:503, R:504
7TYX	R	PLM	Palmitic acid	Lipid	Cofactor	H, L, O, P, Q, R, S, T	R:513, R:504, R:507, R:508, R:509, R:510, R:511, R:512
7TYX	R	NAG	D-glcnac	Other		I, J, K	R:501, R:502, R:503
7TYX	R	Y01	Cholesterol hemisuccinate	Lipid		M, N	R:505, R:506
7TYY	R	PLM	Palmitic acid	Lipid	Cofactor	I, L, M, N, O	R:502, R:505, R:506, R:507, R:508
7TYY	R	NAG	D-glcnac	Other		H	R:501
7TYY	R	Y01	Cholesterol hemisuccinate	Lipid		J, K	R:503, R:504
7TZF	R	PLM	Palmitic acid	Lipid	Cofactor	M, N, Q, R, S, T, U, V, W, X, Y	R:504, R:505, R:508, R:509, R:510, R:511, R:512, R:513, R:514, R:515, R:516
7TZF	P	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	I	P:101
7TZF	E, R	NAG	D-glcnac	Other		H, J, K, L	E:201, R:501, R:502, R:503
7TZF	R	Y01	Cholesterol hemisuccinate	Lipid		O, P	R:506, R:507
7VAB	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:601, R:602, R:603, R:604, R:605, R:606
7VBH	P	D6M	N-hexadecanoyl-l-glutamic acid	Other	Cofactor	G	P:501
7VDH	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7VDL	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7VDM	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7VFX	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I	R:401, R:402, R:403
7VFX	R	PLM	Palmitic acid	Lipid	Cofactor	J	R:404
7VGY	A	CLR	Cholesterol	Lipid	Cofactor	F	A:401
7VGZ	B	CLR	Cholesterol	Lipid	Cofactor	G	B:402
7VL8	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7VL9	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7VLA	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7VOE	A	CLR	Cholesterol	Lipid	Cofactor	B, G, I	A:1701, A:1706, A:1708
7VOE	A	MG	Magnesium ion	Ion	Cofactor	K	A:1710
7VOE	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F, H	A:1703, A:1704, A:1705, A:1707
7VV0	R	CLR	Cholesterol	Lipid	Cofactor	C	R:401
7VV3	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7VV4	R	CLR	Cholesterol	Lipid	Cofactor	C	R:401
7VV5	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7VV6	R	CLR	Cholesterol	Lipid	Cofactor	B	R:401
7W2Z	R	CLR	Cholesterol	Lipid	Cofactor	G, H	R:401, R:402
7WC4	A	CLR	Cholesterol	Lipid	Cofactor	B, C, H	A:1401, A:1402, A:1407
7WC4	A	MG	Magnesium ion	Ion	Cofactor	I	A:1408
7WC4	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G	A:1404, A:1405, A:1406
7WC5	A	CLR	Cholesterol	Lipid	Cofactor	C, E	A:1202, A:1204
7WC5	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7WC5	A	OLC	1-oleoyl-r-glycerol	Lipid		D, F, H	A:1203, A:1205, A:1207
7WC6	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
7WC6	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7WC6	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, H, I	A:1203, A:1204, A:1207, A:1208
7WC7	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
7WC7	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7WC7	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, H, I	A:1204, A:1205, A:1206, A:1207, A:1208
7WC8	A	CLR	Cholesterol	Lipid	Cofactor	C, L, N, R	A:1202, A:1211, A:1213, A:1217
7WC8	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7WC8	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G, I, J, K, M, O, P, Q, S	A:1204, A:1205, A:1206, A:1208, A:1209, A:1210, A:1212, A:1214, A:1215, A:1216, A:1218
7WC9	A	CLR	Cholesterol	Lipid	Cofactor	C, D, O	A:1202, A:1203, A:1214
7WC9	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7WC9	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, H, I, M, N	A:1204, A:1205, A:1207, A:1208, A:1212, A:1213
7WI6	A, B	NAG	D-glcnac	Other		D, F	A:902, B:902
7WI8	A, B	NAG	D-glcnac	Other		C, E	A:901, B:901
7WIH	A, B	NAG	D-glcnac	Other		C, E	A:901, B:901
7WQ3	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K	R:401, R:402, R:403, R:404, R:405
7WU4	R	CLR	Cholesterol	Lipid	Cofactor	E	R:901
7X2D	F	CLR	Cholesterol	Lipid	Cofactor	F	F:501
7X2F	F	CLR	Cholesterol	Lipid	Cofactor	F, H	F:501, F:503
7XK9	A	NA	Sodium ion	Ion	Cofactor	D	A:1402
7XKA	A	NA	Sodium ion	Ion	Cofactor	D	A:1402
7XT8	R	CLR	Cholesterol	Lipid	Cofactor	F, G, H, I, J	R:401, R:402, R:403, R:404, R:405
7XT8	R	PLM	Palmitic acid	Lipid	Cofactor	K, L	R:406, R:407
7XT9	R	CLR	Cholesterol	Lipid	Cofactor	E, F, G, H	R:401, R:402, R:403, R:404
7XT9	R	PLM	Palmitic acid	Lipid	Cofactor	I, J	R:405, R:406
7XTC	R	CLR	Cholesterol	Lipid	Cofactor	G	R:502
7XW5	R	CLR	Cholesterol	Lipid	Cofactor	M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	R:806, R:807, R:808, R:809, R:810, R:811, R:812, R:813, R:814, R:815, R:816, R:817, R:818, R:819
7XW5	R	PLM	Palmitic acid	Lipid	Cofactor	AA, BA, CA, DA, EA	R:820, R:821, R:822, R:823, R:824
7XW5	R, X, Y	NAG	D-glcnac	Other		FA, GA, H, HA, I, J, K	X:201, X:202, R:801, Y:201, R:802, R:803, R:804
7Y12	R	PLM	Palmitic acid	Lipid	Cofactor	G, H, I	R:1002, R:1003, R:1004
7Y13	R	PLM	Palmitic acid	Lipid	Cofactor	B, C, D, E, F, G, H	R:401, R:402, R:403, R:404, R:405, R:406, R:407
7Y14	R	PLM	Palmitic acid	Lipid	Cofactor	C, D, E, F	R:1002, R:1003, R:1004, R:1005
7YAE	E	CLR	Cholesterol	Lipid	Cofactor	G, H	E:401, E:402
7YKD	A	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K	A:401, A:402, A:403, A:404, A:405
7ZBC	A, B	PLM	Palmitic acid	Lipid	Cofactor	N, Y	A:410, B:406
7ZBC	A	DAO	Lauric acid	Lipid	Cofactor	H	A:404
7ZBC	A, B	NAG	D-glcnac	Other		G, V	A:403, B:403
7ZBC	A, B	OLC	1-oleoyl-r-glycerol	Lipid		I, J, K, L, M, O, P, Q, R, S, W, X, Z	A:405, A:406, A:407, A:408, A:409, A:411, A:412, A:413, A:414, A:415, B:404, B:405, B:407
7ZBE	A	DAO	Lauric acid	Lipid	Cofactor	H	A:404
7ZBE	A, B	PLM	Palmitic acid	Lipid	Cofactor	N, Y	A:410, B:407
7ZBE	A, B	NAG	D-glcnac	Other		G, U	A:403, B:403
7ZBE	A, B	OLC	1-oleoyl-r-glycerol	Lipid		I, J, K, L, M, O, P, Q, R, V, W, X, Z	A:405, A:406, A:407, A:408, A:409, A:411, A:412, A:413, A:414, B:404, B:405, B:406, B:408
7ZL9	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, F	A:1201, A:1202, A:1203, A:1204, A:1205
7ZL9	A	OLC	1-oleoyl-r-glycerol	Lipid		G	A:1206
7ZLY	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, F, G	A:501, A:502, A:503, A:504, A:505, A:506
7ZLY	A	OLC	1-oleoyl-r-glycerol	Lipid		H	A:507
8A2O	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:2402, A:2403, A:2404
8A2O	A	OLA	Oleic acid	Lipid	Cofactor	F, I, J	A:2405, A:2408, A:2409
8A2O	A	NA	Sodium ion	Ion	Cofactor	K	A:2410
8A2O	A	OLC	1-oleoyl-r-glycerol	Lipid		G, H	A:2406, A:2407
8A2P	A	NA	Sodium ion	Ion	Cofactor	J	A:1209
8A2P	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
8A2P	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I	A:1205, A:1206, A:1207, A:1208
8A6C	A	DAO	Lauric acid	Lipid	Cofactor	H	A:404
8A6C	A, B	PLM	Palmitic acid	Lipid	Cofactor	N, Y	A:410, B:408
8A6C	A, B	NAG	D-glcnac	Other		G, T	A:403, B:403
8A6C	A, B	OLC	1-oleoyl-r-glycerol	Lipid		I, J, K, L, M, O, P, Q, U, V, W, X, Z	A:405, A:406, A:407, A:408, A:409, A:411, A:412, A:413, B:404, B:405, B:406, B:407, B:409
8A6D	A	DAO	Lauric acid	Lipid	Cofactor	H	A:404
8A6D	A, B	PLM	Palmitic acid	Lipid	Cofactor	N, Y	A:410, B:407
8A6D	A, B	OLC	1-oleoyl-r-glycerol	Lipid		I, J, K, L, M, O, P, Q, R, V, W, X, Z	A:405, A:406, A:407, A:408, A:409, A:411, A:412, A:413, A:414, B:404, B:405, B:406, B:408
8A6D	A, B	NAG	D-glcnac	Other		G, U	A:403, B:403
8A6E	A	DAO	Lauric acid	Lipid	Cofactor	G	A:803
8A6E	A, B	PLM	Palmitic acid	Lipid	Cofactor	M, W	A:809, B:805
8A6E	A, B	NAG	D-glcnac	Other		F, T	A:802, B:802
8A6E	A, B	OLC	1-oleoyl-r-glycerol	Lipid		H, I, J, K, L, N, O, P, Q, R, U, V, X	A:804, A:805, A:806, A:807, A:808, A:810, A:811, A:812, A:813, A:814, B:803, B:804, B:806
8C9W	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
8C9W	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I, N	A:1205, A:1206, A:1207, A:1208, A:1213
8C9W	A	OLC	1-oleoyl-r-glycerol	Lipid		J, L	A:1209, A:1211
8C9W	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		K	A:1210
8CIC	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
8CIC	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F, G	A:1203, A:1204, A:1205, A:1206
8CIC	A	OLA	Oleic acid	Lipid	Cofactor	H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V	A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221
8CIC	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, CA, DA, Z	A:1226, A:1227, A:1228, A:1229, A:1225
8CIC	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		W, X, Y	A:1222, A:1223, A:1224
8CU6	A	CLR	Cholesterol	Lipid	Cofactor	J, K, L	A:1209, A:1210, A:1211
8CU6	A	OLA	Oleic acid	Lipid	Cofactor	B, C, D, E, G, M, N, O, R, S, T, U, V, W, X, Y	A:1201, A:1202, A:1203, A:1204, A:1206, A:1212, A:1213, A:1214, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224
8CU6	A	OLC	1-oleoyl-r-glycerol	Lipid		F, P, Q	A:1205, A:1215, A:1216
8CU7	A	NA	Sodium ion	Ion	Cofactor	D	A:1203
8CU7	A	CLR	Cholesterol	Lipid	Cofactor	J, K, L	A:1209, A:1210, A:1211
8CU7	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, CA, DA, EA, F, FA, GA, H, HA, I, M, N, O, P, Q, R, S, T, U, V, Y, Z	A:1226, A:1227, A:1228, A:1229, A:1230, A:1205, A:1231, A:1232, A:1207, A:1233, A:1208, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1224, A:1225
8CU7	A	ETF	Trifluoroethanol	Other	Cofactor	IA	A:1234
8CU7	A	OLC	1-oleoyl-r-glycerol	Lipid		E, G, MA, NA, OA, W, X	A:1204, A:1206, A:1238, A:1239, A:1240, A:1222, A:1223
8CXO	A	CLR	Cholesterol	Lipid	Cofactor	B	A:1301
8DU3	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:3002, A:3003, A:3004
8DU3	A	OLA	Oleic acid	Lipid	Cofactor	J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:3009, A:3010, A:3011, A:3012, A:3013, A:3014, A:3015, A:3016, A:3017, A:3018, A:3019, A:3020, A:3021, A:3022, A:3023, A:3024, A:3025
8DU3	A	OLC	1-oleoyl-r-glycerol	Lipid		F, G, H, I	A:3005, A:3006, A:3007, A:3008
8EA0	A	Y01	Cholesterol hemisuccinate	Lipid		C	A:802
8EF5	M, R	CLR	Cholesterol	Lipid	Cofactor	I, J, K, L, M, O, P, Q, R, S	R:502, R:503, R:504, R:505, R:506, M:502, M:503, M:504, M:505, M:506
8EF6	M, R	CLR	Cholesterol	Lipid	Cofactor	I, J, K, L, M, O, P, Q, R, S	R:402, R:403, R:404, R:405, R:406, M:402, M:403, M:404, M:405, M:406
8EFL	M, R	CLR	Cholesterol	Lipid	Cofactor	I, J, K, L, M, O, P, Q, R, S	R:402, R:403, R:404, R:405, R:406, M:402, M:403, M:404, M:405, M:406
8EFO	M, R	CLR	Cholesterol	Lipid	Cofactor	I, J, K, L, M, N, P, Q, R, S	R:402, R:403, R:404, R:405, R:406, R:407, M:402, M:403, M:404, M:405
8F0K	R	PLM	Palmitic acid	Lipid	Cofactor	N, Q, R, S, T, U, V, X	R:505, R:508, R:509, R:510, R:511, R:512, R:513, R:515
8F0K	R	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	M	R:504
8F0K	R	PTY	Phosphatidylethanolamine	Other	Cofactor	W	R:514
8F0K	E, R	NAG	D-glcnac	Other		H, I, J, K, L	E:201, E:202, R:501, R:502, R:503
8F0K	R	Y01	Cholesterol hemisuccinate	Lipid		O, P	R:506, R:507
8F2A	E, R	NAG	D-glcnac	Other		H, I, J, K	E:201, E:202, R:501, R:502
8F7S	D, R	CLR	Cholesterol	Lipid	Cofactor	I, J, T, U, V	R:401, R:402, D:403, D:404, D:405
8F7S	D, R	PLM	Palmitic acid	Lipid	Cofactor	K, L, M, N, O, P, Q, R, S, W, X, Y	R:403, R:404, R:405, R:406, R:407, R:408, R:409, D:401, D:402, D:406, D:407, D:408
8F7W	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I	R:401, R:402, R:403
8F7W	R	PLM	Palmitic acid	Lipid	Cofactor	J, K	R:404, R:405
8FY8	R	J40	[(2r)-1-[oxidanyl-[(2r,3r,5s,6r)-2,3,5,6-tetrakis(oxidanyl)-4-phosphonooxy-cyclohexyl]oxy-phosphoryl]oxy-3-tetradecanoyloxy-propan-2-yl] (5e,8e)-hexadeca-5,8,11,14-tetraenoate	Other	Cofactor	F	R:502
8FY8	R	Y01	Cholesterol hemisuccinate	Lipid		G, H	R:503, R:504
8FYE	R	J40	[(2r)-1-[oxidanyl-[(2r,3r,5s,6r)-2,3,5,6-tetrakis(oxidanyl)-4-phosphonooxy-cyclohexyl]oxy-phosphoryl]oxy-3-tetradecanoyloxy-propan-2-yl] (5e,8e)-hexadeca-5,8,11,14-tetraenoate	Other	Cofactor	F	R:502
8FYE	R	Y01	Cholesterol hemisuccinate	Lipid		G, H	R:503, R:504
8FYL	R	J40	[(2r)-1-[oxidanyl-[(2r,3r,5s,6r)-2,3,5,6-tetrakis(oxidanyl)-4-phosphonooxy-cyclohexyl]oxy-phosphoryl]oxy-3-tetradecanoyloxy-propan-2-yl] (5e,8e)-hexadeca-5,8,11,14-tetraenoate	Other	Cofactor	E	R:501
8FYL	R	Y01	Cholesterol hemisuccinate	Lipid		G, H	R:503, R:504
8FYN	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:2402, A:2403, A:2404
8FYN	A	NA	Sodium ion	Ion	Cofactor	AA	A:2426
8FYN	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T	A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419
8FYN	A	OLC	1-oleoyl-r-glycerol	Lipid		U, V, W, Y, Z	A:2420, A:2421, A:2422, A:2424, A:2425
8FYN	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		X	A:2423
8FYT	R	J40	[(2r)-1-[oxidanyl-[(2r,3r,5s,6r)-2,3,5,6-tetrakis(oxidanyl)-4-phosphonooxy-cyclohexyl]oxy-phosphoryl]oxy-3-tetradecanoyloxy-propan-2-yl] (5e,8e)-hexadeca-5,8,11,14-tetraenoate	Other	Cofactor	F	R:502
8FYT	R	Y01	Cholesterol hemisuccinate	Lipid		G, H	R:503, R:504
8FYX	R	J40	[(2r)-1-[oxidanyl-[(2r,3r,5s,6r)-2,3,5,6-tetrakis(oxidanyl)-4-phosphonooxy-cyclohexyl]oxy-phosphoryl]oxy-3-tetradecanoyloxy-propan-2-yl] (5e,8e)-hexadeca-5,8,11,14-tetraenoate	Other	Cofactor	F	R:502
8FYX	R	Y01	Cholesterol hemisuccinate	Lipid		G, H	R:503, R:504
8G05	R	CLR	Cholesterol	Lipid	Cofactor	G	R:402
8GFV	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GFW	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GFX	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GFY	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GFZ	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG0	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG1	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG2	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG3	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG4	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG5	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG6	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG7	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG8	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GG9	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GGA	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GGB	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GGC	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GGE	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GGF	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
8GNE	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
8GNE	A	NA	Sodium ion	Ion	Cofactor	Y	A:1224
