,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note,PMID
1807,elagolix,small molecule,Peptide,antagonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Sep2016_257,elagolix,endometriosis,3,2016,recruiting,in trial,-,,
1808,elinogrel,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,701,"elinogrel, prt060128, adp receptor antagonist",antiplatelet,2,2008,discontinued,in trial,-,,
1809,elsiglutide,peptide,Peptide,agonist,,primary,GLP2R,glp2r_human,O95838,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,2464,zp1846,Antidiuretic,2,2012,completed,in trial,-,,
1810,eltoprazine,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0086,eltoprazine,dyskinesias,2,2015,ongoing,in trial,-,,
1811,eltoprazine,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0087,eltoprazine,dyskinesias,2,2015,ongoing,in trial,-,,
1812,elubrixin,small molecule,Protein,antagonist,,primary,CXCR2,cxcr2_human,P25025,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_300,elubrixin,ulcerative colitis,2,2007,discontinued,in trial,-,,
1813,ema401,small molecule,Peptide,antagonist,,primary,AGTR2,agtr2_human,P50052,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,not established,MMAmay2016_0377,ema401,peripheral neuropathic pain; post herpetic neuralgia,2,2017,not open yet,in trial,-,,
1814,emicerfont,small molecule,Peptide,antagonist,,primary,CRHR1,crfr1_human,P34998,Class B1 (Secretin),GPCR;Secretin,Corticotropin-releasing factor receptors,not established,ASH_Sep2016_330,emicerfont,irritable bowel syndrome,2,2007,discontinued,in trial,-,,
1815,ep-100,peptide,Peptide,not available,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,715,ep-100,Antineoplastic,2,2011,completed,in trial,-,Seems like still investigating as of 2014 article,
1816,ep-100,peptide,Peptide,not available,,primary,GNRHR2,gnrr2_human,Q96P88,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,715,ep-100,Antineoplastic,2,2011,completed,in trial,-,Seems like still investigating as of 2014 article,
1817,epelsiban,small molecule,Peptide,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_291,epelsiban,premature ejaculation,2,2016,withdrawn,in trial,-,"Had no activity since 2009, then shows 2016 a phase 2 trial, but withdrawn due to change in portfolio prioritization",
1818,eplivanserine,small molecule,Aminergic ,inverse agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,721,"eplivanserine, sr 46349,ciltyri",insomnia,3,2009,discontinued,in trial,-,Sanofi withdrew application for fda approval 2009,
1819,eplivanserine,small molecule,Aminergic ,inverse agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,721,"eplivanserine, sr 46349,ciltyri",insomnia,3,2009,discontinued,in trial,-,Sanofi withdrew application for fda approval 2009,
1820,erenumab,antibody,Peptide,antagonist,amg 334,primary,CALCRL,calrl_human,Q16602,Class B1 (Secretin),GPCR;Secretin,Calcitonin receptors,not established,MMAapril2016_0116,"amg 334, Erenumab",Anti-migraine,3,2017,completed,in trial,-,,
1821,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_237,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,,26047892
1822,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,732,"esmirtazapine, org-4420",insomnia; menopausal symptoms,3,2009,discontinued,in trial,-,discontinued by Organon,
1823,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,732,"esmirtazapine, org-4420",insomnia; menopausal symptoms,3,2009,discontinued,in trial,-,discontinued by Organon,
1824,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_146,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,,
1825,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_165,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,,
1826,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_38,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,,
1827,etilevodopa,small molecule,Aminergic ,agonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,749,"etilevodopa, tv-1203",Antiparkinson,3,2003,discontinued,in trial,-,,
1828,etilevodopa,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,749,"etilevodopa, tv-1203",Antiparkinson,3,2003,discontinued,in trial,-,,
1829,etilevodopa,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,749,"etilevodopa, tv-1203",Antiparkinson,3,2003,discontinued,in trial,-,,
1830,etilevodopa,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,749,"etilevodopa, tv-1203",Antiparkinson,3,2003,discontinued,in trial,-,,
1831,etilevodopa,small molecule,Aminergic ,agonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,749,"etilevodopa, tv-1203",Antiparkinson,3,2003,discontinued,in trial,-,,
1832,exenatide,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1046,itca 650,Antidiabetic,3,2017,not open yet,in trial,-,,16722815|17292977|17353295|16534527|17379930|20649595|15331551|15495988|15700891|16341288|16627399|11752352
1833,exendin (9-39) ,peptide,Peptide,antagonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAjun2016_0019,exendin (9-39) ,hypoglycemia,2,2016,recruiting,in trial,-,Appears pause in research from 2009-2016,
1834,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,MMAmar2016_0122,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1835,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM3,grm3_human,Q14832,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0123,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1836,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM7,grm7_human,Q14831,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0124,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1837,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM2,grm2_human,Q14416,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1838,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM4,grm4_human,Q14833,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1839,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM6,grm6_human,O15303,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1840,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM8,grm8_human,O00222,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,,
1841,felypressin,peptide,Peptide,agonist,,primary,AVPR1A,v1ar_human,P37288,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,NRDD226,-,Hemostatic s; Vasoconstricting,1,2010,completed,in trial,-,"Not approved in US, but used here and elsewhere",17139284|17016423|18655903|11752352
1842,fenfluramine,small molecule,Aminergic ,agonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0273,"zx008, brabafen, low-dose fenfluramine",epilepsy; Dravet's syndrome,3,2016,recruiting,in trial,-,,10617681|11104741|12761331|14659797|16960982|17202450
1843,fenfluramine,small molecule,Aminergic ,agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0274,"zx008, brabafen, low-dose fenfluramine",epilepsy; Dravet's syndrome,3,2016,recruiting,in trial,-,,10617681|12708517|15869562|16249524|16973729
1844,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,69,aerolef,Analgesics,2,2010,completed,in trial,-,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
1845,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,259,at3022,Analgesics,1,2011,discontinued,in trial,-,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
1846,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,782,"fentanyl lauriad, ba-041",Analgesics,2,2014,discontinued,in trial,-,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
1847,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,783,fentanyl mdts,Analgesics,1,2009,discontinued,in trial,-,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
1848,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,786,fentanyl taifun,Analgesics,3,2011,discontinued,in trial,-,,15589524|16114980|16332149|16376082|16797997|11752352|19403616
1849,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,69,aerolef,Analgesics,2,2010,completed,in trial,-,,15665994|15828941|15868528|16372825|16861092|19403616
1850,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,259,at3022,Analgesics,1,2011,discontinued,in trial,-,,15665994|15828941|15868528|16372825|16861092|19403616
1851,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,782,"fentanyl lauriad, ba-041",Analgesics,2,2014,discontinued,in trial,-,,15665994|15828941|15868528|16372825|16861092|19403616
1852,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,783,fentanyl mdts,Analgesics,1,2009,discontinued,in trial,-,,15665994|15828941|15868528|16372825|16861092|19403616
1853,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,786,fentanyl taifun,Analgesics,3,2011,discontinued,in trial,-,,15665994|15828941|15868528|16372825|16861092|19403616
1854,fevipiprant,small molecule,Lipid ,antagonist,,primary,GPR44,pd2r2_human,Q9Y5Y4,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,not established,ASH_Sep2016_308,fevipiprant,Anti-Asthmatic,3,2017,recruiting,in trial,-,,
1855,fipamezole,small molecule,Aminergic ,antagonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,795,"fipamezole , jp-1730",Antiparkinson,2,2010,discontinued,in trial,-,,
1856,fipamezole,small molecule,Aminergic ,antagonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,796,"fipamezole, jp-1730",Antiparkinson,2,2010,discontinued,in trial,-,,
1857,fipamezole,small molecule,Aminergic ,antagonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,796,"fipamezole, jp-1730",Antiparkinson,2,2010,discontinued,in trial,-,,
1858,fk352b,small molecule,Nucleotide ,antagonist,,primary,ADORA1,aa1r_human,P30542,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,799,fk352b,Antihypertensive,2,2005,discontinued,in trial,-,,
1859,flupenthixol,small molecule,Aminergic ,antagonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,NRDD240,-,schizophrenia,3,2015,recruiting,in trial,-,"Never approved by fda, clinical trials in Europe in 2005",
1860,flupenthixol,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,NRDD240,-,schizophrenia,3,2015,recruiting,in trial,-,"Never approved by fda, clinical trials in 1989",
1861,formoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1682,"pt005, formoterol fumarate hydrofluoroalkane metered dose inhaler",chronic obstructive pulmonary disease (COPD),3,2015,discontinued,in trial,-,,12090787|14662724|16432501|2544117|7675115|11752352|9506248|14720051|18686730|1718682|17594727
1862,formoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1861,"skyepharma,flutiform",Bronchodilator,3,2010,completed,in trial,-,Approved in Europe but not FDA,12090787|14662724|16432501|2544117|7675115|11752352|9506248|14720051|18686730|1718682|17594727
1863,formoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2275,apd209,Appetite stimulant,2,2013,completed,in trial,-,,12090787|14662724|16432501|2544117|7675115|11752352|9506248|14720051|18686730|1718682|17594727
1864,fsh-gex,protein,Protein,agonist,,primary,FSHR,fshr_human,P23945,Class A (Rhodopsin),GPCR;Rhodopsin,Glycoprotein hormone receptors,established,825,fsh-gex,Fertility,2,2013,completed,in trial,-,,
1865,fx125l,small molecule,Peptide,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,831,fx125l,Anti-Asthmatic,1,2009,completed,in trial,-,Great Britain,
1866,gc021109,small molecule,Nucleotide ,agonist,,primary,P2RY6,p2ry6_human,Q15077,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,MMAfeb2016_0055,gc021109,Alzheimer's disease,1,2015,completed,in trial,-,,
1867,gepirone,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,848,gepirone,Anti-depressant,3,1999,completed,in trial,-,"Was rejected 3 times for fda approval, reversed decision in march 2016 - headed for approval and martketing",
1868,glasdegib,small molecule,Protein,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,ASH_Sep2016_343,glasdegib,Antineoplastic,2,2016,completed,in trial,-,,
1869,glp,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,699,eligen pyy-3-36 + glp-1,Appetite suppressant,2,2009,completed,in trial,-,,
1870,glp1 agonist ,unknown,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,2155,viaderm-glp1 agonist,Antidiabetic,1,2010,completed,in trial,-,,
1871,glpg0974,small molecule,Lipid ,antagonist,,primary,FFAR2,ffar2_human,O15552,Class A (Rhodopsin),GPCR;Rhodopsin,Free fatty acid receptors,not established,MMAmay2016_0156,glpg0974,Anti-inflammatory ; neutrophil driven inflammation; ulcerative colitis,2,2013,completed,in trial,-,,
1872,glpg1205,small molecule,Orphan ,antagonist,,primary,GPR84,gpr84_human,Q9NQS5,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,MMAapril2016_0323,glpg1205,for ulcerative colitis; IBS,2,2015,completed,in trial,-,,
1873,GMA102,antibody,Peptide,antagonist,,primary,GLP1R,glp1r_human,P43220,Class A (Rhodopsin),GpCR;Rhodopsin,Glucagon receptor family,established,ASH_Jul2017_09,GMA102,Antidiabetic,1,2017,ongoing,in trial,-,,
1874,gsk-1004723,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,878,gsk-1004723,Anti-Allergic,2,2009,discontinued,in trial,-,,
1875,gsk-1004723,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,878,gsk-1004723,Anti-Allergic,2,2009,discontinued,in trial,-,,
1876,gsk163090,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_5,gsk163090,unipolar depression,2,2009,discontinued,in trial,-,,
1877,gsk163090,small molecule,Aminergic ,antagonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_8,gsk163090,unipolar depression,2,2009,discontinued,in trial,-,,
1878,gsk163090,small molecule,Aminergic ,antagonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_9,gsk163090,unipolar depression,2,2009,discontinued,in trial,-,,
1879,gsk-961081,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,881,gsk-961081,Bronchodilator,2,2015,completed,in trial,-,,
1880,gsk-961081,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,881,gsk-961081,Bronchodilator,2,2015,completed,in trial,-,,
1881,gtp-010,protein,Peptide,antagonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,885,gtp-010,irritable bowel syndrome,2,2008,discontinued,in trial,-,,
1882,gtp-200,peptide,Peptide,agonist,,primary,GHSR,ghsr_human,Q92847,Class A (Rhodopsin),GPCR;Rhodopsin,Ghrelin receptors,not established,886,gtp-200,Appetite stimulant,2,2006,discontinued,in trial,-,,
1883,gtx-758,small molecule,Protein,agonist,,primary,LHCGR,lshr_human,P22888,Class A (Rhodopsin),GPCR;Rhodopsin,Glycoprotein hormone receptors,established,888,gtx-758,Antineoplastic,2,2012,recruiting,in trial,-,Other studies were terminated from FDA hold,
1884,histamine,small molecule,Aminergic ,agonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,463,ceplene,cytorprotective  during cancer treatment,3,2015,recruiting,in trial,-,Has orphan designation to be used as adjunct with IL-2 for acute myeloid leukemia,17334413|17359382|11752352
1885,homspera,protein,Peptide,agonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,1907,"substance p,homspera, radilex, viprovex",idiopathic pulmonary fibrosis,1,2011,ongoing,in trial,-,,
1886,h-pth 1-34,peptide,Peptide,partial agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2153,viaderm hpth 1-34,Anti-osteoporotic,2,2009,discontinued,in trial,-,,
1887,h-pth 1-34,peptide,Peptide,partial agonist,,primary,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2153,viaderm hpth 1-34,Anti-osteoporotic,2,2009,discontinued,in trial,-,,
1888,HTL18318,small molecule,Aminergic ,agonist,,primary,OPRM,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Mar2017_2,HTL18318,dementia ; schizophrenia,1,2016,completed,in trial,-,,
1889,hydrocodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1686,pti-701,Analgesics,2,2006,discontinued,in trial,-,,11752352|10640321|16291875|2849950|14600248|20665209|18606504
1890,hydrocodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1686,pti-701,Analgesics,2,2006,discontinued,in trial,-,,16291875|14600248|11752352
1891,hydromorphone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAapril2016_0260,"ltx-04,  hydromorphone hcl",Analgesics,1,2015,completed,in trial,-,,11869661|12479250|11305075|18789923
1892,hydromorphone,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAapril2016_0262,"ltx-04,  hydromorphone hcl",Analgesics,1,2015,completed,in trial,-,,17139284|17016423|16433932
1893,hydromorphone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAapril2016_0261,"ltx-04,  hydromorphone hcl",Analgesics,1,2015,completed,in trial,-,,9301669|2849950|7511163|17658959|2478994|11752352
1894,ibipinabant,small molecule,Lipid ,antagonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,ASH_Sep2016_305,ibipinabant,Antidiabetic,3,2007,discontinued,in trial,-,,
1895,idalopirdine,small molecule,Aminergic ,antagonist,,primary,HTR6,5ht6r_human,P50406,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_42,idalopirdine,Alzheimer's disease,3,2014,recruiting,in trial,-,,
1896,iferanserin,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmay2016_0414,"iferanserin ointment, ven 309",Antihemorrhoidal,3,2011,discontinued,in trial,-,,
1897,incb3284,small molecule,Protein,antagonist,,primary,CCR2,ccr2_human,P41597,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,966,incb3284,Anti-inflammatory ; DMARD,2,2005,discontinued,in trial,-,,
1898,ino-8875,small molecule,Nucleotide ,agonist,,primary,ADORA1,aa1r_human,P30542,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,985,ino-8875,Antiglaucomic,3,2015,completed,in trial,-,,
1899,ins-50589,unknown,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,992,ins-50589,antithrombotic,2,2006,discontinued,in trial,-,,
1900,int-767,small molecule,Steroid ,agonist,,primary,GPBAR1,gpbar_human,Q8TDU6,Class A (Rhodopsin),GPCR;Rhodopsin,Bile acid receptors,not established,MMAapril2016_0196,int-767,Treatment of liver fibrosis,1,2015,ongoing,in trial,-,Appears to be heading to phase 2 trials as of 2015,
1901,intepirdine,small molecule,Aminergic ,antagonist,,primary,HTR6,5ht6r_human,P50406,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_44,intepirdine,Alzheimer's disease,2,2016,recruiting,in trial,-,,
1902,inv102,small molecule,Aminergic ,inverse agonist,nadolol,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAmay2016_0225,"inv102, nadolol",for inflammatory lung disease,2,2013,ongoing,in trial,-,,11752352|7981009|17622774|8574280|1349493|10433496
1903,ipafricept,antibody,Protein,antagonist,FZD8-IgG;OMP-54F28,primary,FZD8,fzd8_human,Q9H461,Class A (Rhodopsin),GPCR;Rhodopsin,Frizzled,not established,ASH_Jul2017_04,FZD8–IgG,Antineoplastic,1,2017,ongoing,in trial,-,,
1904,iph5401,antibody,Peptide,antagonist,,primary,C5AR1,c5ar1_human,P21730,Class A (Rhodopsin),GPCR;Rhodopsin,Complement peptide receptors,not established,ASH_Jul2017_02,IPH5401,Antineoplastic,1,2017,recruiting,in trial,-,,
1905,ipi-926,small molecule,Protein,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,2824,"ipi-926, Patidegib",Antineoplastic,2,2016,recruiting,in trial,-,Continual inhibition as mode of action,
1906,irdabisant,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_246,irdabisant,cognitive impairment,1,2013,completed,in trial,-,,
1907,isis 325568,antisense oligo,Peptide,antagonist,,primary,GCGR,glr_human,P47871,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1030,isis 325568,Antidiabetic,1,2007,discontinued,in trial,-,,
1908,istradefylline,small molecule,Nucleotide ,antagonist,,primary,ADORA2A,aa2ar_human,P29274,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,1043,"istradefylline, kw-6002",Antiparkinson,3,2005,completed,in trial,-,Not approved by fda -denied in 2008,
