,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
2228,tramadol,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1685,pti-601,Analgesics,2,2001,discontinued,in trial,-,
2229,tramadol,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0678,e-58425,Analgesics,3,2017,recruiting,in trial,-,
2230,tramadol,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2055,"tramadol extended-release,raliva er",Analgesics,4,,-,approved,1995,
2231,tramadol,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2056,"tramadol hydrochloride,ultram",Analgesics,4,,-,approved,1995,
2232,tramadol,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2057,"tramadol,tridural, ryzolt",Analgesics,4,,-,approved,1995,
2233,trv130,small molecule,Peptide ,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0607,"trv130, Oliceridine",Analgesics; post-operative pain,3,2016,recruiting,in trial,-,
2234,atosiban,small molecule,Protein ,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,ASH_Oct2016_425,atosiban,labor repressant,4,,-,approved,2013,
2235,barusiban,protein,Peptide ,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_290,barusiban,Fertility,2,2012,Completed,in trial,-,
2236,carbetocin,small molecule,Peptide ,agonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,NRDD078,-,Labor Inducing,3,2016,Completed,in trial,-,Approved in Europe but not FDA
2237,epelsiban,small molecule,Peptide ,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_291,epelsiban,premature ejaculation,2,2016,withdrawn,in trial,-,"Had no activity since 2009, then shows 2016 a phase 2 trial, but withdrawn due to change in portfolio prioritization"
2238,obe001,small molecule,Peptide ,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,MMAapril2016_0035,obe001,labor and delivery,3,2017,recruiting,in trial,-,
2239,oxytocin,peptide,Peptide ,agonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,2014,"ti-001, intranasal oxytocin",Analgesics,4,,-,approved,1980,
2240,oxytocin,peptide,Peptide ,agonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,MMA2016_0022,"opn-300, intranasal oxytocin",autism,4,,-,approved,1980,
2241,retosiban,small molecule,Peptide ,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_289,retosiban,premature birth,3,2015,recruiting,in trial,-,
2242,mc-1,small molecule,Nucleotide ,antagonist,,,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2243,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2244,mc-1,small molecule,Orphan ,antagonist,,,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2245,mc-4232 + mc-1,small molecule,Orphan ,antagonist,,,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2246,mc-1,small molecule,Nucleotide ,antagonist,,,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2247,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2248,cangrelor,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,428,"cangrelor, ar69931",antithrombotic,4,,-,approved,2015,
2249,clopidogrel,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,478,cgt-2168,antiplatelet,4,,-,approved,1997,
2250,clopidogrel,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,1619,plavix,antithrombotic,4,,-,approved,1997,
2251,elinogrel,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,701,"elinogrel, prt060128, adp receptor antagonist",antiplatelet,2,2008,discontinued,in trial,-,
2252,ins-50589,unknown,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,992,ins-50589,antithrombotic,2,2006,discontinued,in trial,-,
2253,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2254,prasugrel,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,1640,"prasugrel, cs-747,efient",antithrombotic,4,,-,approved,2009,
2255,ticagrelor,small molecule,Nucleotide ,NAM,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,2015,ticagrelor,antithrombotic,4,,-,approved,2010,
2256,ticlopidine,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,NRDD525,-,Platelet Aggregation Inhibitors,4,,-,approved,1991,
2257,treprostinil,small molecule,Nucleotide ,agonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,MMA2016_0040,"transcon treprostinil, subcutaneous injection",Antihypertensive,4,,-,approved,2002,
2258,treprostinil,small molecule,Nucleotide ,agonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,2767,"treprostinil inhaled/oral,tyvaso, viveta",Antihypertensive,4,,-,approved,2002,
2259,treprostinil,small molecule,Nucleotide ,agonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,2768,"treprostinil subcutaneous/intravenous,remodulin",Antihypertensive,4,,-,approved,2002,
2260,treprostinil,small molecule,Nucleotide ,agonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,NRDD537,-,Antihypertensive ; Antithrombotic,4,,-,approved,2002,
2261,mc-1,small molecule,Nucleotide ,antagonist,,,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2262,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2263,mc-1,small molecule,Nucleotide ,antagonist,,,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2264,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2265,Denufosol,small molecule,Nucleotide ,agonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,990,"Denufosol, ins37217",rhegmatogenous retinal detachment,2,2004,discontinued,in trial,-,
2266,denufosol,small molecule,Nucleotide ,agonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,614,"denufosol tetrasodium, ins37217 respiratory",cystic fibrosis,3,2009,discontinued,in trial,-,
2267,Denufosol,small molecule,Nucleotide ,agonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,991,"Denufosol, ins37217 intranasal",cystic fibrosis; perennial allergic rhinitis,3,2009,discontinued,in trial,-,
2268,diquafosol,small molecule,Nucleotide ,agonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,644,"diquafosol tetrasodium, ins365 ophthalmic,prolacria",opthalmological,3,2009,discontinued,in trial,-,
2269,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2270,suramin,small molecule,Nucleotide ,antagonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y,established,ASH_Oct2016_346,Suramin,African trypanosomiasis,4,,-,approved,1916,
2271,mc-1,small molecule,Nucleotide ,antagonist,,,P2RY4,p2ry4_human,P51582,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2272,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY4,p2ry4_human,P51582,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2273,gc021109,small molecule,Nucleotide ,agonist,,primary,P2RY6,p2ry6_human,Q15077,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,MMAfeb2016_0055,gc021109,Alzheimer's disease,1,2015,Completed,in trial,-,
2274,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,,P2RY6,p2ry6_human,Q15077,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2275,mc-1,small molecule,Orphan ,antagonist,,,P2RY8,p2ry8_human,Q86VZ1,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
2276,mc-4232 + mc-1,small molecule,Orphan ,antagonist,,,P2RY8,p2ry8_human,Q86VZ1,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
2277,oc000459 ,small molecule,Lipid ,antagonist,,primary,PD2R2,pd2r2_human,Q9Y5Y4,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,not established,1466,oc000459,Anti-Allergic,2,2016,recruiting,in trial,-,
2278,obinepitide,small molecule,Peptide ,agonist,,primary,PPYR1,npy4r_human,P50391,Class A (Rhodopsin),GPCR;Rhodopsin,Neuropeptide Y receptors,not established,2027,"tm30338,obinepitide",Anti-obesity,2,2010,Completed,in trial,-,Sweden
2279,tm30339,small molecule,Peptide ,agonist,,primary,PPYR1,npy4r_human,P50391,Class A (Rhodopsin),GPCR;Rhodopsin,Neuropeptide Y receptors,not established,2028,tm30339,Anti-obesity,2,2008,discontinued,in trial,-,
2280,am-461,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,146,am-461,Anti-inflammatory,1,2011,Unknown,in trial,-,
2281,iloprost,small molecule,Lipid ,agonist,,secondary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,ASH_Oct2016_435,"iloprost,ventavis",Antihypertensive,4,,-,approved,2004,
2282,laropiprant,small molecule,Lipid ,antagonist,,,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects
2283,laropiprant,small molecule,Lipid ,antagonist,,,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects
2284,vidupiprant,small molecule,Lipid ,antagonist,,,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,not established,ASH_Sep2016_307,"vidupiprant, AMG853",Anti-Asthmatic,2,2009,discontinued,in trial,-,
2285,ac-100,peptide,Lipid ,not available,dentonin,,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",dental ossificant,1,2010,discontinued,in trial,-,
2286,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAapril2016_0157,"rayva, alprostadil + ddaip.hcl",Raynaud's Disease,2,2014,Completed,in trial,-,
2287,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,
2288,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,
2289,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,
2290,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2039,"topical alprostadil cream,alprox-td, befar, vitaros",sexual dysfunction,4,,-,approved,1981,
2291,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0296,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,Completed,in trial,-,
2292,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,
2293,carboprost tromethamine,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD081,-,Abortifacient,4,,-,approved,1965,
2294,dinoprostone,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD172,-,Abortifacient,4,,-,approved,1977,
2295,iloprost,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,952,"iloprost,ventavis",Antihypertensive,4,,-,approved,2004,
2296,ac-100,peptide,Lipid ,not available,dentonin,,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,
2297,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAapril2016_0158,"rayva, alprostadil + ddaip.hcl",Raynaud's Disease,2,2014,Completed,in trial,-,
2298,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,
2299,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,
2300,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,
2301,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2039,"topical alprostadil cream,alprox-td, befar, vitaros",sexual dysfunction,4,,-,approved,1981,
2302,dinoprostone,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD172,-,Abortifacient,4,,-,approved,1977,
2303,misoprostol,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMA_jun2017_001,misoprostol,hemorrhage,4,,-,approved,1988,
2304,ac-100,peptide,Lipid ,not available,dentonin,,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,
2305,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0298,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,Completed,in trial,-,
2306,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,
2307,dg041,small molecule,Lipid ,antagonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,629,dg041,Platelet Aggregation Inhibitor,2,2006,discontinued,in trial,-,Iceland
2308,dinoprostone,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD172,-,Abortifacient,4,,-,approved,1977,
2309,misoprostol,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,ASH_Sep2016_312,misoprostol,hemorrhage,4,,-,approved,1988,
2310,ac-100,peptide,Lipid ,not available,dentonin,,PTGER4,pe2r4_human,P35408,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,29,"ac-100,dentonin",periodontal ossificant,1,2010,discontinued,in trial,-,
2311,bgc20-1531 ,small molecule,Lipid ,antagonist,,primary,PTGER4,pe2r4_human,P35408,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,347,bgc20-1531,Anti-migraine,2,2009,discontinued,in trial,-,
2312,dinoprostone,small molecule,Lipid ,agonist,,primary,PTGER4,pe2r4_human,P35408,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD172,-,Abortifacient,4,,-,approved,1977,
2313,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0297,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,Completed,in trial,-,
2314,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,
2315,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0719,"eye-d, controlled-release latanoprost insert",Antiglaucomic,1,2014,Completed,in trial,-,
2316,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1436,"nova21027,catioprost",Antiglaucomic,2,2015,Completed,in trial,-,
2317,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAfeb2016_0059,"roclatan, rhopressa + latanoprost",Antiglaucomic,3,2017,Completed,in trial,-,
2318,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1095,"latanoprost + timolol,xalcom, xalacom",Antiglaucomic,4,,-,approved,1996,
2319,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1096,"latanoprost, (sustained release, punctal plug delivery system)",Antiglaucomic,4,,-,approved,1996,
2320,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1097,"latanoprost,xalatan fixed flow device",Antiglaucomic,4,,-,approved,1996,
2321,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1918,sustained release latanoprost,Antiglaucomic,4,,-,approved,1996,
2322,ncx116,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,378,"bol-303259-x, ncx 116, pf-03187207, Latanoprostene bunod",Antiglaucomic,3,2013,Ongoing,in trial,-,
2323,pdc31,peptide,Lipid ,antagonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0526,pdc31,pre-term labor; dysmenorrhea,1,2010,Completed,in trial,-,
2324,tafluprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0794,"taflotan, tapros, zioptan, tafluprost, saflutan, de-085, mk-2452",Reduce intraocular pressure,4,,-,approved,2012,
2325,travoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2071,"travoprost + timolol,extravan, duotrav",Antiglaucomic,4,,-,approved,2001,
2326,apd811,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0283,apd811,Antihypertensive,2,2014,Ongoing,in trial,-,
2327,beraprost,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,337,beraprost,Antihypertensive,3,2011,withdrawn,in trial,-,"No longer marketed, but may still be available"
2328,dinoprost tromethamine,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD171,-,Abortifacient,4,,-,approved,1981,
2329,epoprostenol,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,NRDD206,-,Antihypertensive ; Platelet Aggregation Inhibitors,4,,-,approved,1995,
2330,iloprost,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,952,"iloprost,ventavis",Antihypertensive,4,,-,approved,2004,
2331,misoprostol,small molecule,Lipid ,agonist,,secondary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,202,"apl-202,isprelor",Labor Inducing,4,,-,approved,1988,
2332,ralinepag,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,ASH_Sep2016_314,"ralinepag, APD-811",Antihypertensive,2,2014,recruiting,in trial,-,
2333,selexipag,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1831,"selexipag, act-293987",Antihypertensive,4,,-,approved,2015,
2334,selexipag,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmay2016_0747,selixipag,Antihypertensive,4,,-,approved,2015,
2335,treprostinil,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMA2016_0038,"transcon treprostinil, subcutaneous injection",Antihypertensive,4,,-,approved,2002,
2336,treprostinil,small molecule,Lipid ,agonist,,primary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2767,"treprostinil inhaled/oral,tyvaso, viveta",Antihypertensive,4,,-,approved,2002,
