,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
1822,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAaug2017_039,CBD,Graft Versus Host Disease,2,2017,completed,in trial,-,
1823,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAaug2017_040,CBD,Graft Versus Host Disease,2,2017,completed,in trial,-,
1824,BTX-1503,small molecule,Lipid ,antagonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAaug2017_041,BTX 1204; BTX 1308; BTX 1503; BTX1204,Skin disorder therapies,1,2017,ongoing,in trial,-,
1825,BTX-1503,small molecule,Lipid ,antagonist,,primary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAaug2017_042,BTX 1204; BTX 1308; BTX 1503; BTX1204,Skin disorder therapies,1,2017,ongoing,in trial,-,
1826,cenerimod,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAaug2017_043,Cenerimod,Systemic Lupus Erythematosus,2,2017,ongoing,in trial,-,
1827,CNTX-6970,small molecule,Protein,antagonist,,primary,CCR2,ccr2_human,P41597,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,MMAaug2017_044,CNTX-6970,Analgesics,1,2017,completed,in trial,-,
1828,CNTX-6016,small molecule,Lipid ,agonist,,primary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAaug2017_045,CNTX-6016,Analgesics,0,2017,not open yet,preclinical,-,
1829,CNTX-0290,small molecule,Peptide,agonist,,primary,SSTR4,ssr4_human,P31391,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAaug2017_046,CNTX-0290,Analgesics,1,2017,completed,in trial,-,
1830,DP1038,peptide,Peptide,agonist,,primary,SSTR1,ssr1_human,P30872,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAaug2017_047,"DP1038, intranasal octreotide acetate",growth hormone deficiency,1,2017,completed,in trial,-,
1831,DP1039,peptide,Peptide,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAaug2017_048,"DP1038, intranasal octreotide acetate",growth hormone deficiency,1,2017,completed,in trial,-,
1832,DP1040,peptide,Peptide,agonist,,primary,SSTR3,ssr3_human,P32745,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAaug2017_049,"DP1038, intranasal octreotide acetate",growth hormone deficiency,1,2017,completed,in trial,-,
1833,DP1041,peptide,Peptide,agonist,,primary,SSTR5,ssr5_human,P35346,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,MMAaug2017_050,"DP1038, intranasal octreotide acetate",growth hormone deficiency,1,2017,completed,in trial,-,
1834,gc021109,small molecule,Nucleotide ,agonist,,primary,P2RY6,p2ry6_human,Q15077,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,MMAfeb2016_0055,gc021109,Alzheimer's disease,1,2015,completed,in trial,-,
1835,latanoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAfeb2016_0059,"roclatan, rhopressa + latanoprost",Antiglaucomic,3,2017,completed,in trial,-,
1836,cerc-501,small molecule,Peptide,antagonist,ly2456302,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0074,"cerc-501, ly2456302",Substance use disorders,2,2016,recruiting,in trial,-,
1837,naltrexone,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0084,eli-200,addiction,4,,-,approved,2016,
1838,naltrexone,small molecule,Peptide,antagonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0085,eli-200,addiction,4,,-,approved,2016,
1839,naltrexone,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0086,eli-200,addiction,4,,-,approved,2016,
1840,oxycodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0087,eli-200,Analgesics,4,,-,approved,2016,
1841,oxycodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0088,eli-200,Analgesics,4,,-,approved,2016,
1842,oxycodone,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAfeb2016_0089,eli-200,Analgesics,4,,-,approved,2016,
1843,drm04,small molecule,Aminergic ,antagonist,anticholinergic,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAfeb2016_0095,"drm04, anticholinergic",hyperhidrosis,3,2015,completed,in trial,-,
1844,mogamulizumab,antibody,Protein,antagonist,,primary,CCR4,ccr4_human,P51679,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,MMAjun2016_0001,mogamulizumab,Antineoplastic,3,2012,ongoing,in trial,-,
1845,mogamulizumab,antibody,Protein,antagonist,,primary,CCR4,ccr4_human,P51679,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,MMAjun2016_0001,mogamulizumab,Antineoplastic,3,2012,ongoing,in trial,-,
1846,ridogrelum,small molecule,Lipid ,antagonist,,primary,TBXA2R,ta2r_human,P21731,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAjun2016_0002,ridogrel,for the prevention of systemic thrombo-embolism; adjunctive  to thrombolytic therapy,4,,-,approved,-,
1847,api246,small molecule,Peptide,antagonist,srx246,primary,AVPR1A,v1ar_human,P37288,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,MMAjun2016_0005,"api246,  srx246",Treatment of affective and anger disorders,2,2016,completed,in trial,-,
1848,boxaban,small molecule,Lipid ,antagonist,"hepatoren,  vasculan,  ifetroban",primary,TBXA2R,ta2r_human,P21731,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAjun2016_0011,"boxaban, hepatoren, vasculan, ifetroban",Treatment of asystemic scleroderma; hepatorenal syndrome; asthma,2,2017,not open yet,in trial,-,
1849,exendin (9-39) ,peptide,Peptide,antagonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAjun2016_0019,exendin (9-39) ,hypoglycemia,2,2016,recruiting,in trial,-,Appears pause in research from 2009-2016
1850,apelin,peptide,Peptide,not available,,primary,APLNR,apj_human,P35414,Class A (Rhodopsin),GPCR;Rhodopsin,Apelin receptors,not established,MMAjun2016_0045,apelin,Cardiovascular disorders; Insulin sensitivity,1,2013,completed,in trial,-,ligand
1851,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmar2016_0004,p2b001,Antiparkinson,3,2016,ongoing,in trial,-,
1852,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmar2016_0005,p2b001,Antiparkinson,3,2016,ongoing,in trial,-,
1853,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmar2016_0006,p2b001,Antiparkinson,3,2016,ongoing,in trial,-,
1854,hydrocodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0009,"hysingla er, hydrocodone bitartrate extended release",Analgesics,4,,-,approved,1943,
1855,hydrocodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0010,"hysingla er, hydrocodone bitartrate extended release",Analgesics,4,,-,approved,1943,
1856,isometheptene,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAmar2016_0022,"tnx-201, single isomer isometheptene, imh",Anti-migraine,4,,-,approved,1962,
1857,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0045,"butab, rel-1028, oral, enteric-coated buprenorphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,
1858,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0047,"butab, rel-1028, oral, enteric-coated buprenorphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,
1859,morphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0055,"egalet-001, reformulated morphine",Analgesics; opioid addiction,4,,-,approved,1984,
1860,morphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0056,"egalet-001, reformulated morphine",Analgesics; opioid addiction,4,,-,approved,1984,
1861,morphine,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0057,"egalet-001, reformulated morphine",Analgesics; opioid addiction,4,,-,approved,1984,
1862,oxycodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0078,"rexista, oxycodone xr",Analgesics,3,2016,completed,in trial,-,waiting for new FDA approval
1863,oxycodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0079,"rexista, oxycodone xr",Analgesics,3,2016,completed,in trial,-,waiting for new FDA approval
1864,oxycodone,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0080,"rexista, oxycodone xr",Analgesics,3,2016,completed,in trial,-,waiting for new FDA approval
1865,hydrocodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0081,"s-718632, extended release hydrocodone",Analgesics,4,,-,approved,1943,
1866,hydrocodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0082,"s-718632, extended release hydrocodone",Analgesics,4,,-,approved,1943,
1867,eltoprazine,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0086,eltoprazine,dyskinesias,2,2015,ongoing,in trial,-,
1868,eltoprazine,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0087,eltoprazine,dyskinesias,2,2015,ongoing,in trial,-,
1869,naloxone,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0088,"naloxone nasal spray, lightlake therapeutics for binge eating disorder",Analgesics,4,,-,approved,1971,
1870,naloxone,small molecule,Peptide,antagonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0089,"naloxone nasal spray, lightlake therapeutics for binge eating disorder",Analgesics,4,,-,approved,1971,
1871,naloxone,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0090,"naloxone nasal spray, lightlake therapeutics for binge eating disorder",Analgesics,4,,-,approved,1971,
1872,suvn-g3031,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmar2016_0093,suvn-g3031,Alzheimer's disease,1,2016,recruiting,in trial,-,
1873,suvn-d4010,small molecule,Aminergic ,agonist,,primary,HTR4,5ht4r_human,Q13639,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0094,suvn-d4010,Alzheimer's disease,1,2017,recruiting,in trial,-,
1874,rvt-101,small molecule,Aminergic ,antagonist,"sb-742457,  gsk 742457",primary,HTR6,5ht6r_human,P50406,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0106,"rvt-101, sb-742457, gsk 742457",Alzheimer's disease,3,2015,ongoing,in trial,-,
1875,pbf-680,small molecule,Nucleotide ,antagonist,,primary,ADORA1,aa1r_human,P30542,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,MMAmar2016_0115,pbf-680,Anti-Asthmatic,2,2015,recruiting,in trial,-,
1876,am1030,small molecule,Aminergic ,antagonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0116,am1030,Anti-inflammatory ; atopic dermatitis,2,2015,completed,in trial,-,
1877,zpl-389,small molecule,Aminergic ,antagonist,zpl-3893787,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmar2016_0120,"zpl-389, zpl-3893787",Anti-inflammatory ; atopic dermatitis,2,2015,completed,in trial,-,
1878,fasoracetam monohydrate,small molecule,Amino acid ,not available,,secondary,GRM1,grm1_human,Q13255,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0121,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1879,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,MMAmar2016_0122,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1880,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM3,grm3_human,Q14832,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0123,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1881,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM7,grm7_human,Q14831,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0124,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1882,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM2,grm2_human,Q14416,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1883,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM4,grm4_human,Q14833,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1884,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM6,grm6_human,O15303,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1885,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM8,grm8_human,O00222,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,completed,in trial,-,
1886,cpb-307,small molecule,Lipid ,agonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAmar2016_0127,cpb-307,autoimmune diseases,1,2014,completed,in trial,-,
1887,cromolyn sodium,small molecule,Orphan ,agonist,,primary,GPR35,gpr35_human,Q9HC97,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,established,MMAmar2016_0133,pa101b,autoimmune diseases,2,2016,completed,in trial,-,
1888,itraconazole,small molecule,Protein,antagonist,,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,MMAmar2016_0140,suba-itraconazole,Antineoplastic,4,,-,approved,1992,
1889,q-122,small molecule,Protein,antagonist,,primary,CXCR4,cxcr4_human,P61073,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,MMAmar2016_0157,q-122,Anti-inflammatory ; hot flashes,1,2014,completed,in trial,-,
1890,taladegib,small molecule,Protein,antagonist,ly2940680,primary,SMO,smo_human,Q99835,Class F (Frizzled),GPCR;Frizzled,Frizzled,established,MMAmar2016_0177,"taladegib, ly2940680",Antineoplastic,2,2015,recruiting,in trial,-,
1891,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmar2016_0193,"ff/umec/vi, fluticasone furoate + umeclidinium + vilanterol",chronic obstructive pulmonary disease (COPD),3,2016,ongoing,in trial,-,
1892,umeclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmar2016_0194,"ff/umec/vi, fluticasone furoate + umeclidinium + vilanterol",chronic obstructive pulmonary disease (COPD),3,2016,ongoing,in trial,-,
1893,vilanterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAmar2016_0195,"ff/umec/vi, fluticasone furoate + umeclidinium + vilanterol",chronic obstructive pulmonary disease (COPD),3,2016,ongoing,in trial,-,
1894,npsp795,small molecule,Ion ,antagonist,,primary,CASR,casr_human,P41180,Class C (Glutamate) ,GPCR;Glutamate,Calcium-sensing receptors,established,MMAmar2016_0202,npsp795,hypocalcaemia,2,2014,completed,in trial,-,
1895,mt-1303,small molecule,Lipid ,antagonist,,primary,S1PR1,s1pr1_human,P21453,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (S1P) receptors,established,MMAmar2016_0211,mt-1303,autoimmune diseases; Multiple Sclerosis; Crohn's disease,2,2015,ongoing,in trial,-,
1896,nelotanserin,small molecule,Aminergic ,inverse agonist,apd-125,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0233,"nelotanserin, apd-125",dementia; Parkinson's disease,2,2016,recruiting,in trial,-,
1897,glucagon,peptide,Peptide,agonist,,primary,GCGR,glr_human,P47871,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAmar2016_0239,zp-glucagon,Antidiabetic,4,,-,approved,1960,
1898,efpeglenatide,peptide,Peptide,agonist,hm11260c,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAmar2016_0245,"efpeglenatide, hm11260c",Antidiabetic,2,2014,completed,in trial,-,
1899,ttp273,small molecule,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAmar2016_0255,ttp273,Antidiabetic,2,2016,completed,in trial,-,
1900,lixisenatide,small molecule,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,MMAmar2016_0257,"lixilan, lantus (basal insulin) + lyxumia (lixisenatide)",Antidiabetic,4,,-,approved,2016,
1901,cannabidiol,small molecule,Lipid ,agonist,,primary,GPR55,gpr55_human,Q9Y2T6,Class A (Rhodopsin),GPCR;Rhodopsin,"GPR18, GPR55 and GPR119",not established,MMAmar2016_0268,cannabidiol,epilepsy,3,2016,not open yet,in trial,-,
1902,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAmar2016_0268,cannabidiol,epilepsy,3,2016,not open yet,in trial,-,
1903,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAmar2016_0269,cannabidiol,epilepsy,3,2016,not open yet,in trial,-,
1904,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAmar2016_0270,"epidiolex, oral liquid cannabidiol, gwp42003",epilepsy,3,2016,recruiting,in trial,-,
1905,cannabidiol,small molecule,Lipid ,agonist,,primary,GPR55,gpr55_human,Q9Y2T6,Class A (Rhodopsin),GPCR;Rhodopsin,"GPR18, GPR55 and GPR119",not established,MMAmar2016_0271,"epidiolex, oral liquid cannabidiol, gwp42003",epilepsy,3,2016,recruiting,in trial,-,
1906,cannabidiol,small molecule,Lipid ,antagonist,,secondary,CNR2,cnr2_human,P34972,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,MMAmar2016_0271,"epidiolex, oral liquid cannabidiol, gwp42003",epilepsy,3,2016,recruiting,in trial,-,
1907,fenfluramine,small molecule,Aminergic ,agonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0273,"zx008, brabafen, low-dose fenfluramine",epilepsy; Dravet's syndrome,3,2016,recruiting,in trial,-,
1908,fenfluramine,small molecule,Aminergic ,agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmar2016_0274,"zx008, brabafen, low-dose fenfluramine",epilepsy; Dravet's syndrome,3,2016,recruiting,in trial,-,
1909,cosyntropin,peptide,Peptide,agonist,,primary,MC2R,acthr_human,Q01718,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,established,MMAmar2016_0275,"re-034, cosyntropin, tetracosactid",epilepsy,0,2016,ongoing,preclinical,-,
1910,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0296,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,completed,in trial,-,
1911,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0297,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,completed,in trial,-,
1912,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,MMAmar2016_0298,"helios insert, bimatoprost ocular insert",Antiglaucomic,2,2016,completed,in trial,-,
1913,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0039,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
1914,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0040,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
1915,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0041,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
1916,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0042,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
1917,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0043,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
1918,formoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAmay2016_0044,aclidinium,Anti-Asthmatic ; COPD,4,,-,approved,2001,
1919,am-831,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0047,am-831,Antipsychotic ; schizophrenia,1,2011,discontinued,in trial,-,
1920,am-831,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,MMAmay2016_0048,am-831,Antipsychotic ; schizophrenia,1,2011,discontinued,in trial,-,
1921,am-831,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,MMAmay2016_0049,am-831,Antipsychotic ; schizophrenia,1,2011,discontinued,in trial,-,
1922,baclofen,small molecule,Amino acid ,agonist,,primary,GABBR2,gabr2_human,O75899,Class C (Glutamate) ,GPCR;Glutamate,GABAB receptors,established,MMAmay2016_0071,"pxt3003, baclofen + naltrexone + sorbitol",for type 1A Charcot-Marie-Tooth disease,3,2016,recruiting,in trial,-,
1923,baclofen,small molecule,Amino acid ,agonist,,primary,GABBR1,gabr1_human,Q9UBS5,Class C (Glutamate) ,GPCR;Glutamate,GABAB receptors,established,MMAmay2016_0072,"pxt3003, baclofen + naltrexone + sorbitol",for type 1A Charcot-Marie-Tooth disease,3,2016,recruiting,in trial,-,
