,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
2187,1982,Class A (Rhodopsin),small molecule,guanabenz,ada2b_human,ADRA2B,1982,1982,ASH_Sep2016_147,For treatment of Multiple Sclerosis,Aminergic ,1.0,in trial,Adrenoceptors,GPCR;Rhodopsin,established,guanabenz,P18089
2188,1996,Class A (Rhodopsin),small molecule,mirtazapine,ada2c_human,ADRA2C,1996,1996,ASH_Sep2016_148,unipolar depression,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,mirtazapine,P18825
2189,1999,Class A (Rhodopsin),small molecule,dexmedetomidine,ada2c_human,ADRA2C,1999,-,ASH_Sep2016_149,Antineoplastic,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,dexmedetomidine,P18825
2190,0,Class A (Rhodopsin),small molecule,naphazoline,ada2c_human,ADRA2C,-,-,ASH_Sep2016_150,nasal obstruction,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,naphazoline,P18825
2191,1986,Class A (Rhodopsin),small molecule,oxymetazoline,ada2c_human,ADRA2C,1986,-,ASH_Sep2016_151,dry eye,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,oxymetazoline,P18825
2192,1986,Class A (Rhodopsin),small molecule,guanfacine,ada2c_human,ADRA2C,1986,1986,ASH_Sep2016_152,obstructive sleep apnea,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,guanfacine,P18825
2193,1953,Class A (Rhodopsin),small molecule,phenoxybenzamine,ada2c_human,ADRA2C,1953,1953,ASH_Sep2016_153,adrenal gland pheochromocytoma,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,phenoxybenzamine,P18825
2194,1948,Class A (Rhodopsin),small molecule,tolazoline,ada2c_human,ADRA2C,1948,-,ASH_Sep2016_154,arthralgia,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P18825
2195,0,Class A (Rhodopsin),small molecule,ergoloid,ada2c_human,ADRA2C,-,-,ASH_Sep2016_155,cardiovascular disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,ergoloid,P18825
2196,1984,Class A (Rhodopsin),small molecule,labetalol,ada2c_human,ADRA2C,1984,1984,ASH_Sep2016_156,cardiovascular disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,labetalol,P18825
2197,1962,Class A (Rhodopsin),small molecule,methyldopa,ada2c_human,ADRA2C,1962,1962,ASH_Sep2016_157,Antihypertensive,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,methyldopa,P18825
2198,1960,Class A (Rhodopsin),small molecule,ergotamine,ada2c_human,ADRA2C,1960,-,ASH_Sep2016_158,Anti-migraine,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,ergotamine,P18825
2199,0,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada2c_human,ADRA2C,-,-,ASH_Sep2016_159,nasal obstruction,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P18825
2200,0,Class A (Rhodopsin),small molecule,rauwolfia serpentina,ada2c_human,ADRA2C,-,-,ASH_Sep2016_160,Antihypertensive,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,rauwolfia serpentina,P18825
2201,0,Class A (Rhodopsin),small molecule,mephentermine,ada2c_human,ADRA2C,,-,ASH_Sep2016_161,cardiovascular disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,mephentermine,P18825
2202,1987,Class A (Rhodopsin),small molecule,apraclonidine,ada2c_human,ADRA2C,1987,1987,ASH_Sep2016_162,Antiglaucomic,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,apraclonidine,P18825
2203,1952,Class A (Rhodopsin),small molecule,phentolamine,ada2c_human,ADRA2C,1952,1952,ASH_Sep2016_163,cardiovascular disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,phentolamine,P18825
2204,0,Class A (Rhodopsin),small molecule,dipivefrin,ada2c_human,ADRA2C,-,-,ASH_Sep2016_164,Antiglaucomic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,dipivefrin,P18825
2205,0,Class A (Rhodopsin),small molecule,esmirtazapine,ada2c_human,ADRA2C,-,-,ASH_Sep2016_165,insomnia,Aminergic ,3.0,Phase III,Adrenoceptors,GPCR;Rhodopsin,established,esmirtazapine,P18825
2206,1982,Class A (Rhodopsin),small molecule,guanabenz,ada2c_human,ADRA2C,1982,1982,ASH_Sep2016_166,Antineoplastic,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,guanabenz,P18825
2207,0,Class A (Rhodopsin),small molecule,dipivefrin,adrb1_human,ADRB1,-,-,ASH_Sep2016_167,Antiglaucomic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,dipivefrin,P08588
2208,1992,Class A (Rhodopsin),small molecule,sotalol,adrb1_human,ADRB1,1992,1992,ASH_Sep2016_168,atrial fibrillation,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,sotalol,P08588
2209,1974,Class A (Rhodopsin),small molecule,dopamine,adrb1_human,ADRB1,1974,1974,ASH_Sep2016_169,hypotension,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,dopamine,P08588
2210,1989,Class A (Rhodopsin),small molecule,propafenone,adrb1_human,ADRB1,1989,1989,ASH_Sep2016_170,cardiac arrhythmia,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,propafenone,P08588
2211,0,Class A (Rhodopsin),small molecule,mephentermine,adrb1_human,ADRB1,,-,ASH_Sep2016_171,cardiovascular disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,mephentermine,P08588
2212,2007,Class A (Rhodopsin),small molecule,nebivolol,adrb2_human,ADRB2,-,2007,ASH_Sep2016_172,Antihypertensive,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,nebivolol,P07550
2213,1981,Class A (Rhodopsin),small molecule,albuterol,adrb2_human,ADRB2,-,1981,ASH_Sep2016_173,chronic obstructive pulmonary disease (COPD),Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,albuterol,P07550
2214,0,Class A (Rhodopsin),small molecule,levosalbutamol,adrb2_human,ADRB2,-,-,ASH_Sep2016_174,Anti-Asthmatic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,levosalbutamol,P07550
2215,1973,Class A (Rhodopsin),small molecule,metaproterenol,adrb2_human,ADRB2,-,1973,ASH_Sep2016_175,Anti-Asthmatic,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,metaproterenol,P07550
2216,1988,Class A (Rhodopsin),small molecule,carteolol,adrb2_human,ADRB2,1988,1988,ASH_Sep2016_176,cardiovascular disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,carteolol,P07550
2217,1989,Class A (Rhodopsin),small molecule,propafenone,adrb2_human,ADRB2,1989,1989,ASH_Sep2016_177,atrial fibrillation,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,propafenone,P07550
2218,1967,Class A (Rhodopsin),small molecule,propranolol,adrb2_human,ADRB2,1967,1967,ASH_Sep2016_178,Antihypertensive,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,propranolol,P07550
2219,1978,Class A (Rhodopsin),small molecule,dobutamine,adrb2_human,ADRB2,1978,1978,ASH_Sep2016_179,heart failure,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,dobutamine,P07550
2220,1992,Class A (Rhodopsin),small molecule,sotalol,adrb2_human,ADRB2,1992,1992,ASH_Sep2016_180,cardiovascular disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,sotalol,P07550
2221,1986,Class A (Rhodopsin),small molecule,pirbuterol,adrb2_human,ADRB2,1986,1986,ASH_Sep2016_181,obstructive lung disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,pirbuterol,P07550
2222,0,Class A (Rhodopsin),small molecule,isoetharine,adrb2_human,ADRB2,-,-,ASH_Sep2016_182,obstructive lung disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,isoetharine,P07550
2223,1984,Class A (Rhodopsin),small molecule,bitolterol,adrb2_human,ADRB2,-,1984,ASH_Sep2016_183,obstructive lung disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,bitolterol,P07550
2224,1986,Class A (Rhodopsin),small molecule,esmolol,adrb2_human,ADRB2,1986,1986,ASH_Sep2016_184,tinnitus,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,esmolol,P07550
2225,0,Class A (Rhodopsin),small molecule,dipivefrin,adrb2_human,ADRB2,-,-,ASH_Sep2016_185,Antiglaucomic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,dipivefrin,P07550
2226,0,Class A (Rhodopsin),small molecule,mephentermine,adrb2_human,ADRB2,,-,ASH_Sep2016_186,cardiovascular disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,mephentermine,P07550
2227,0,Class A (Rhodopsin),small molecule,carmoterol,adrb2_human,ADRB2,-,-,ASH_Sep2016_187,chronic obstructive pulmonary disease (COPD),Aminergic ,2.0,Phase II,Adrenoceptors,GPCR;Rhodopsin,established,carmoterol,P07550
2228,0,Class A (Rhodopsin),small molecule,batefenterol,adrb2_human,ADRB2,-,-,ASH_Sep2016_188,chronic obstructive pulmonary disease (COPD),Aminergic ,2.0,Phase II,Adrenoceptors,GPCR;Rhodopsin,established,batefenterol,P07550
2229,0,Class A (Rhodopsin),small molecule,bedoradrine,adrb2_human,ADRB2,-,-,ASH_Sep2016_189,Anti-Asthmatic,Aminergic ,2.0,Phase II,Adrenoceptors,GPCR;Rhodopsin,established,bedoradrine,P07550
2230,0,Class A (Rhodopsin),small molecule,abediterol,adrb2_human,ADRB2,-,-,ASH_Sep2016_190,Anti-Asthmatic,Aminergic ,2.0,Phase II,Adrenoceptors,GPCR;Rhodopsin,established,abediterol,P07550
2231,0,Class A (Rhodopsin),small molecule,azd3199,adrb2_human,ADRB2,-,-,ASH_Sep2016_191,chronic obstructive pulmonary disease (COPD),Aminergic ,2.0,Phase II,Adrenoceptors,GPCR;Rhodopsin,established,azd3199,P07550
2232,1995,Class A (Rhodopsin),small molecule,carvedilol,adrb3_human,ADRB3,1995,1995,ASH_Sep2016_192,Antihypertensive,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,carvedilol,P13945
2233,0,Class A (Rhodopsin),small molecule,isoproterenol,adrb3_human,ADRB3,-,-,ASH_Sep2016_193,Anti-Asthmatic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,isoproterenol,P13945
2234,1988,Class A (Rhodopsin),small molecule,carteolol,adrb3_human,ADRB3,1988,1988,ASH_Sep2016_194,Antiglaucomic,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,carteolol,P13945
2235,1984,Class A (Rhodopsin),small molecule,labetalol,adrb3_human,ADRB3,1984,1984,ASH_Sep2016_195,cardiovascular disease,Aminergic ,4.0,approved,Adrenoceptors,GPCR;Rhodopsin,established,labetalol,P13945
2236,0,Class A (Rhodopsin),small molecule,mephentermine,adrb3_human,ADRB3,,-,ASH_Sep2016_196,cardiovascular disease,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,mephentermine,P13945
2237,0,Class A (Rhodopsin),small molecule,dipivefrin,adrb3_human,ADRB3,-,-,ASH_Sep2016_197,Antiglaucomic,Aminergic ,4.0,Phase IV,Adrenoceptors,GPCR;Rhodopsin,established,dipivefrin,P13945
2238,0,Class A (Rhodopsin),small molecule,ergoloid,drd1_human,DRD1,-,-,ASH_Sep2016_198,cardiovascular disease,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,ergoloid,P21728
2239,1984,Class A (Rhodopsin),small molecule,pimozide,drd1_human,DRD1,1984,1984,ASH_Sep2016_199,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pimozide,P21728
2240,1980,Class A (Rhodopsin),small molecule,amoxapine,drd1_human,DRD1,1980,1980,ASH_Sep2016_200,unipolar depression,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,amoxapine,P21728
2241,1970,Class A (Rhodopsin),small molecule,droperidol,drd3_human,DRD3,1970,-,ASH_Sep2016_201,vomiting,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,droperidol,P35462
2242,1967,Class A (Rhodopsin),small molecule,haloperidol,drd3_human,DRD3,1967,1967,ASH_Sep2016_202,gastroparesis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,haloperidol,P35462
2243,1959,Class A (Rhodopsin),small molecule,trifluoperazine,drd3_human,DRD3,1959,1959,ASH_Sep2016_203,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,trifluoperazine,P35462
2244,1957,Class A (Rhodopsin),small molecule,chlorpromazine,drd3_human,DRD3,1957,1957,ASH_Sep2016_204,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,chlorpromazine,P35462
2245,1962,Class A (Rhodopsin),small molecule,thioridazine,drd3_human,DRD3,1962,1962,ASH_Sep2016_205,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,thioridazine,P35462
2246,0,Class A (Rhodopsin),small molecule,ergoloid,drd3_human,DRD3,-,-,ASH_Sep2016_206,cardiovascular disease,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,ergoloid,P35462
2247,1975,Class A (Rhodopsin),small molecule,loxapine,drd3_human,DRD3,1975,1975,ASH_Sep2016_207,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,loxapine,P35462
2248,1956,Class A (Rhodopsin),small molecule,promazine,drd3_human,DRD3,1956,1956,ASH_Sep2016_208,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,promazine,P35462
2249,1988,Class A (Rhodopsin),small molecule,pergolide,drd3_human,DRD3,1988,-,ASH_Sep2016_209,Antiparkinson,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pergolide,P35462
2250,1980,Class A (Rhodopsin),small molecule,amoxapine,drd3_human,DRD3,1980,1980,ASH_Sep2016_210,unipolar depression,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,amoxapine,P35462
2251,1984,Class A (Rhodopsin),small molecule,pimozide,drd3_human,DRD3,1984,1984,ASH_Sep2016_211,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pimozide,P35462
2252,0,Class A (Rhodopsin),small molecule,haloperidol decanoate,drd3_human,DRD3,-,-,ASH_Sep2016_212,psychosis,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,haloperidol decanoate,P35462
2253,0,Class A (Rhodopsin),small molecule,levomepromazine,drd3_human,DRD3,,-,ASH_Sep2016_213,psychosis,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,levomepromazine,P35462
2254,1967,Class A (Rhodopsin),small molecule,haloperidol,drd4_human,DRD4,1967,1967,ASH_Sep2016_214,schizophrenia,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,haloperidol,P21917
2255,0,Class A (Rhodopsin),small molecule,ergoloid,drd4_human,DRD4,-,-,ASH_Sep2016_215,cardiovascular disease,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,ergoloid,P21917
2256,1978,Class A (Rhodopsin),small molecule,bromocriptine,drd4_human,DRD4,1978,2009,ASH_Sep2016_216,growth hormone excess,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,bromocriptine,P21917
2257,1959,Class A (Rhodopsin),small molecule,trifluoperazine,drd4_human,DRD4,1959,1959,ASH_Sep2016_217,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,trifluoperazine,P21917
2258,1997,Class A (Rhodopsin),small molecule,ropinirole,drd4_human,DRD4,19972006,1997,ASH_Sep2016_218,Antiparkinson,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,ropinirole,P21917
2259,1962,Class A (Rhodopsin),small molecule,thioridazine,drd4_human,DRD4,1962,1962,ASH_Sep2016_219,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,thioridazine,P21917
2260,1957,Class A (Rhodopsin),small molecule,chlorpromazine,drd4_human,DRD4,1957,1957,ASH_Sep2016_220,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,chlorpromazine,P21917
2261,1980,Class A (Rhodopsin),small molecule,amoxapine,drd4_human,DRD4,1980,1980,ASH_Sep2016_221,unipolar depression,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,amoxapine,P21917
2262,1984,Class A (Rhodopsin),small molecule,pimozide,drd4_human,DRD4,1984,1984,ASH_Sep2016_222,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pimozide,P21917
2263,1975,Class A (Rhodopsin),small molecule,loxapine,drd4_human,DRD4,1975,1975,ASH_Sep2016_223,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,loxapine,P21917
2264,1970,Class A (Rhodopsin),small molecule,droperidol,drd4_human,DRD4,1970,-,ASH_Sep2016_224,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,droperidol,P21917
2265,0,Class A (Rhodopsin),small molecule,levomepromazine,drd4_human,DRD4,,-,ASH_Sep2016_225,psychosis,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,levomepromazine,P21917
2266,1988,Class A (Rhodopsin),small molecule,pergolide,drd4_human,DRD4,1988,-,ASH_Sep2016_226,Antiparkinson,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pergolide,P21917
2267,0,Class A (Rhodopsin),small molecule,haloperidol decanoate,drd4_human,DRD4,-,-,ASH_Sep2016_227,psychosis,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,haloperidol decanoate,P21917
2268,1980,Class A (Rhodopsin),small molecule,amoxapine,drd5_human,DRD5,1980,1980,ASH_Sep2016_228,unipolar depression,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,amoxapine,P21918
2269,0,Class A (Rhodopsin),small molecule,ergoloid,drd5_human,DRD5,-,-,ASH_Sep2016_229,cardiovascular disease,Aminergic ,4.0,Phase IV,Dopamine receptors,GPCR;Rhodopsin,established,ergoloid,P21918
2270,1984,Class A (Rhodopsin),small molecule,pimozide,drd5_human,DRD5,1984,1984,ASH_Sep2016_230,psychosis,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pimozide,P21918
2271,1988,Class A (Rhodopsin),small molecule,pergolide,drd5_human,DRD5,1988,-,ASH_Sep2016_231,Antiparkinson,Aminergic ,4.0,approved,Dopamine receptors,GPCR;Rhodopsin,established,pergolide,P21918
2272,0,Class A (Rhodopsin),small molecule,antazoline,hrh1_human,HRH1,,-,ASH_Sep2016_232,atrial fibrillation,Aminergic ,4.0,Phase IV,Histamine receptors,GPCR;Rhodopsin,established,antazoline,P35367
2273,1948,Class A (Rhodopsin),small molecule,tolazoline,hrh1_human,HRH1,1948,-,ASH_Sep2016_233,cardiovascular disease,Aminergic ,4.0,approved,Histamine receptors,GPCR;Rhodopsin,established,tolazoline,P35367
2274,1979,Class A (Rhodopsin),small molecule,trimipramine,hrh1_human,HRH1,1979,1979,ASH_Sep2016_234,unipolar depression,Aminergic ,4.0,approved,Histamine receptors,GPCR;Rhodopsin,established,trimipramine,P35367
2275,0,Class A (Rhodopsin),small molecule,acrivastine,hrh1_human,HRH1,-,-,ASH_Sep2016_235,Anti-Allergic,Aminergic ,4.0,Phase IV,Histamine receptors,GPCR;Rhodopsin,established,acrivastine,P35367
2276,0,Class A (Rhodopsin),small molecule,pyrilamine,hrh1_human,HRH1,,-,ASH_Sep2016_236,pruritus,Aminergic ,4.0,Phase IV,Histamine receptors,GPCR;Rhodopsin,established,pyrilamine,P35367
2277,0,Class A (Rhodopsin),small molecule,esmirtazapine,hrh1_human,HRH1,-,-,ASH_Sep2016_237,insomnia,Aminergic ,3.0,Phase III,Histamine receptors,GPCR;Rhodopsin,established,esmirtazapine,P35367
2278,0,Class A (Rhodopsin),small molecule,dexchlorpheniramine,hrh1_human,HRH1,-,-,ASH_Sep2016_238,sunburn,Aminergic ,4.0,Phase IV,Histamine receptors,GPCR;Rhodopsin,established,dexchlorpheniramine,P35367
2279,0,Class A (Rhodopsin),small molecule,histamine,hrh1_human,HRH1,-,-,ASH_Sep2016_239,Anti-migraine,Aminergic ,4.0,Phase IV,Histamine receptors,GPCR;Rhodopsin,established,histamine,P35367
2280,1951,Class A (Rhodopsin),small molecule,methantheline,hrh2_human,HRH2,-,1951,ASH_Sep2016_240,digestive system disease,Aminergic ,4.0,approved,Histamine receptors,GPCR;Rhodopsin,established,methantheline,P25021
2281,1948,Class A (Rhodopsin),small molecule,tolazoline,hrh2_human,HRH2,1948,-,ASH_Sep2016_241,arthralgia,Aminergic ,4.0,approved,Histamine receptors,GPCR;Rhodopsin,established,tolazoline,P25021
2282,0,Class A (Rhodopsin),small molecule,pitolisant,hrh3_human,HRH3,-,-,ASH_Sep2016_242,Antiparkinson,Aminergic ,3.0,Phase III,Histamine receptors,GPCR;Rhodopsin,established,pitolisant,Q9Y5N1
2283,0,Class A (Rhodopsin),small molecule,bavisant,hrh3_human,HRH3,-,-,ASH_Sep2016_243,attention deficit hyperactivity disorder,Aminergic ,2.0,Phase II,Histamine receptors,GPCR;Rhodopsin,established,bavisant,Q9Y5N1
2284,0,Class A (Rhodopsin),small molecule,pf-03654764,hrh3_human,HRH3,-,-,ASH_Sep2016_244,allergic rhinitis,Aminergic ,2.0,Phase II,Histamine receptors,GPCR;Rhodopsin,established,pf-03654764,Q9Y5N1
2285,0,Class A (Rhodopsin),small molecule,pf-03654746,hrh3_human,HRH3,-,-,ASH_Sep2016_245,allergic rhinitis,Aminergic ,2.0,Phase II,Histamine receptors,GPCR;Rhodopsin,established,pf-03654746,Q9Y5N1
2286,0,Class A (Rhodopsin),small molecule,irdabisant,hrh3_human,HRH3,-,-,ASH_Sep2016_246,cognitive impairment,Aminergic ,1.0,Phase I,Histamine receptors,GPCR;Rhodopsin,established,irdabisant,Q9Y5N1
2287,0,Class A (Rhodopsin),small molecule,toreforant,hrh4_human,HRH4,-,-,ASH_Sep2016_247,Anti-Asthmatic,Aminergic ,2.0,Phase II,Histamine receptors,GPCR;Rhodopsin,established,toreforant,Q9H3N8
2288,1976,Class A (Rhodopsin),small molecule,amphetamine,taar1_human,TAAR1,1976,-,413,cognitive dysfunction; ADHD,Aminergic ,,approved,Trace amine receptors,GPCR;Rhodopsin,established,"c105, levo-amphetamine sulfate",Q96RJ0
2289,2011,Class A (Rhodopsin),small molecule,azilsartan medoxomil,agtr1_human,AGTR1,2011,-,ASH_Sep2016_248,Antihypertensive,Peptide ,4.0,approved,Angiotensin receptors,GPCR;Rhodopsin,established,azilsartan medoxomil,P30556
2290,1998,Class A (Rhodopsin),small molecule,candesartan cilexetil,agtr1_human,AGTR1,-,1998,ASH_Sep2016_249,Antihypertensive,Peptide ,4.0,approved,Angiotensin receptors,GPCR;Rhodopsin,established,candesartan cilexetil,P30556
2291,2002,Class A (Rhodopsin),small molecule,olmesartan medoxomil,agtr1_human,AGTR1,-,2002,ASH_Sep2016_250,cardiovascular disease,Peptide ,4.0,approved,Angiotensin receptors,GPCR;Rhodopsin,established,olmesartan medoxomil,P30556
2292,0,Class A (Rhodopsin),small molecule,ema401,agtr2_human,AGTR2,-,-,MMAmay2016_0377,peripheral neuropathic pain; post herpetic neuralgia,Peptide ,,in trial,Angiotensin receptors,GPCR;Rhodopsin,not established,ema401,P50052
2293,0,Class A (Rhodopsin),peptide,apelin,apj_human,APLNR,-,-,MMAjun2016_0045,Cardiovascular disorders; Insulin sensitivity,Peptide ,,in trial,Apelin receptors,GPCR;Rhodopsin,not established,apelin,P35414
2294,0,Class A (Rhodopsin),small molecule,anatibant,bkrb2_human,BDKRB2,-,-,177,traumatic brain injury,Peptide ,,in trial,Bradykinin receptors,GPCR;Rhodopsin,established,anatibant,P30411
2295,0,Class A (Rhodopsin),small molecule,ceruletide,cckar_human,CCKAR,,-,NRDD085,Diagnostic,Peptide ,,approved,Cholecystokinin receptors,GPCR;Rhodopsin,established,-,P32238
2296,1974,Class A (Rhodopsin),small molecule,pentagastrin,gasr_human,CCKBR,-,1974,NRDD418,Diagnostic,Peptide ,,approved,Cholecystokinin receptors,GPCR;Rhodopsin,established,-,P32239
2297,0,Class A (Rhodopsin),small molecule,ccx168,c5ar1_human,C5AR1,-,-,448,Anti-inflammatory ; for treatment for autoimmune disease,Peptide ,,in trial,Complement peptide receptors,GPCR;Rhodopsin,not established,ccx168,P21730
2298,0,Class A (Rhodopsin),small molecule,tezosentan,ednra_human,EDNRA,-,-,ASH_Sep2016_251,heart failure,Peptide ,3.0,Phase III,Endothelin receptors,GPCR;Rhodopsin,established,tezosentan,P25101
2299,0,Class A (Rhodopsin),small molecule,tezosentan,ednrb_human,EDNRB,-,-,ASH_Sep2016_252,heart failure,Peptide ,3.0,Phase III,Endothelin receptors,GPCR;Rhodopsin,established,tezosentan,P24530
2300,0,Class A (Rhodopsin),small molecule,darusentan,ednrb_human,EDNRB,-,-,ASH_Sep2016_253,Antihypertensive,Peptide ,3.0,Phase III,Endothelin receptors,GPCR;Rhodopsin,established,darusentan,P24530
2301,0,Class A (Rhodopsin),small molecule,ulimorelin,ghsr_human,GHSR,-,-,ASH_Sep2016_254,digestive system disease,Peptide ,3.0,Phase III,Ghrelin receptors,GPCR;Rhodopsin,not established,ulimorelin,Q92847
2302,1989,Class A (Rhodopsin),protein,goserelin,gnrhr_human,GNRHR,1989,1989,ASH_Sep2016_255,Antineoplastic,Peptide ,4.0,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,goserelin,P30968
2303,1999,Class A (Rhodopsin),protein,ganirelix acetate,gnrhr_human,GNRHR,-,1999,ASH_Sep2016_256,infertility,Peptide ,4.0,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,ganirelix acetate,P30968
2304,0,Class A (Rhodopsin),small molecule,elagolix,gnrhr_human,GNRHR,-,-,ASH_Sep2016_257,endometriosis,Peptide ,3.0,Phase III,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,elagolix,P30968
2305,0,Class A (Rhodopsin),small molecule,relugolix,gnrhr_human,GNRHR,-,-,ASH_Sep2016_258,endometriosis,Peptide ,2.0,Phase II,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,relugolix,P30968
