,helm_notation,molecule_chembl_id
19547,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[Nal].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315141
19548,"PEPTIDE1{D.[Pen].F.W.K.[1-Nal].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315142
19549,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[1-Nal].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315143
19550,"PEPTIDE1{D.[Pen].F.W.K.[X402].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315144
19551,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[X402].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315145
19552,"PEPTIDE1{D.[Pen].F.W.K.[Phe(4-Cl)].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315146
19553,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[Phe(4-Cl)].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315147
19554,"PEPTIDE1{D.[Pen].F.W.K.[X245].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315148
19555,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[X245].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315149
19556,"PEPTIDE1{D.[Pen].F.W.K.[X46].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315150
19557,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[X46].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315151
19558,"PEPTIDE1{D.[Pen].F.W.K.[X33].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315152
19559,"PEPTIDE1{D.[Pen].F.[dW].[Orn].[X33].C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL3315153
19560,PEPTIDE1{F.L.F.R.P.R.N.[am]}$$$$,CHEMBL3315277
19561,PEPTIDE1{[Tic].L.F.R.P.R.N.[am]}$$$$,CHEMBL3315279
19562,PEPTIDE1{Y.N.W.N.S.F.G.L.R.W.[am]}$$$$,CHEMBL3315315
19563,PEPTIDE1{F.R.V.D.E.E.F.Q.S.P.F.A.S.Q.S.R.G.Y.F.L.F.R.P.R.N.[am]}$$$$,CHEMBL3315349
19564,"PEPTIDE1{[dP].[X1771].A.F}$PEPTIDE1,PEPTIDE1,4:R2-1:R1$$$",CHEMBL3315350
19565,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.M.V.C.R.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318132
19566,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.I.I}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318133
19567,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.M.V.C.R.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318134
19568,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318135
19569,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318136
19570,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.M.V.C.R.L.W.C.K.K.I.I}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318137
19571,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.I.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318138
19572,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.V.I}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318139
19573,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.I.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318140
19574,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.I.I.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318141
19575,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.L.W}$PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318142
19576,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.[X752].W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318143
19577,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.[X752].I}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318144
19578,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.[meL].W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318145
19579,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.A.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.[meL].I}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318146
19580,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.M.V.C.R.L.W.C.K.K.K.L.W.[am]}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318147
19581,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.M.V.C.R.L.W.C.K.K.K.L.[W_OMe]}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318149
19582,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.E.E.R.K.C.C.E.G.L.V.C.R.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318151
19583,"PEPTIDE1{Y.C.Q.K.W.M.W.T.C.D.S.E.R.K.C.C.E.G.Y.V.C.E.L.W.C.K.K.K.L.W}$PEPTIDE1,PEPTIDE1,16:R3-2:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,25:R3-15:R3$$$",CHEMBL3318152
19584,"PEPTIDE1{[meV].L.[X195].[dF].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318903
19585,"PEPTIDE1{[meV].L.[X195].[d2-Pal].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318904
19586,"PEPTIDE1{[meV].L.[X195].[d3-Pal].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318905
19587,"PEPTIDE1{[meV].L.[X195].[d4-Pal].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318906
19588,"PEPTIDE1{[meV].L.[X195].[dW].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318907
19589,"PEPTIDE1{[meV].L.[X195].[X1127].[dL]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3318908
19590,"PEPTIDE1{G.[dW].F.G.Y}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3319079
19591,PEPTIDE1{[ac].[X155].F.G.[am]}$$$$,CHEMBL3319080
19592,PEPTIDE1{[ac].[X1988].F.G.[am]}$$$$,CHEMBL3319083
19593,PEPTIDE1{[ac].[X640].F.G.[am]}$$$$,CHEMBL3319084
19594,PEPTIDE1{[X644].[dA].W.[X44]}$$$$,CHEMBL3319582
19595,PEPTIDE1{[X644].[dA].[X172].[X44]}$$$$,CHEMBL3319583
19596,PEPTIDE1{[X651].A.P.[Nle].[X105]}$$$$,CHEMBL3319593
19597,PEPTIDE1{[X651].A.[Hyp].[Nle].[X105]}$$$$,CHEMBL3319594
19598,PEPTIDE1{[X651].A.[X670].[Nle].[X105]}$$$$,CHEMBL3319595
19599,PEPTIDE1{[X651].A.[Aze].[Nle].[X105]}$$$$,CHEMBL3319596
19600,PEPTIDE1{[X651].A.[Hpr].[Nle].[X105]}$$$$,CHEMBL3319597
19601,PEPTIDE1{[X651].A.[X903].[Nle].[X105]}$$$$,CHEMBL3319599
19602,PEPTIDE1{[X651].A.P.[Nle].[X44]}$$$$,CHEMBL3319601
19603,PEPTIDE1{F.E.P}$$$$,CHEMBL3321995
19604,PEPTIDE1{A.L.P}$$$$,CHEMBL3321996
19605,PEPTIDE1{I.E.P}$$$$,CHEMBL3321997
19606,PEPTIDE1{G.R.P}$$$$,CHEMBL3321998
19607,PEPTIDE1{L.S.P}$$$$,CHEMBL3321999
19608,PEPTIDE1{M.N.P}$$$$,CHEMBL3322000
19609,PEPTIDE1{L.E.P}$$$$,CHEMBL3322001
19610,PEPTIDE1{T.N.P}$$$$,CHEMBL3322002
19611,PEPTIDE1{V.S.P}$$$$,CHEMBL3322003
19612,PEPTIDE1{V.L.P}$$$$,CHEMBL3322004
19613,PEPTIDE1{I.L.P}$$$$,CHEMBL3322005
19614,PEPTIDE1{L.N.P}$$$$,CHEMBL3322006
19615,PEPTIDE1{V.G.P}$$$$,CHEMBL3322007
19616,PEPTIDE1{G.K.P}$$$$,CHEMBL3322008
19617,PEPTIDE1{I.K.P}$$$$,CHEMBL3322009
19618,PEPTIDE1{V.R.P}$$$$,CHEMBL3322010
19619,PEPTIDE1{L.Y.P}$$$$,CHEMBL3322011
19620,PEPTIDE1{D.L.P}$$$$,CHEMBL3322012
19621,PEPTIDE1{I.R.P}$$$$,CHEMBL3322013
19622,PEPTIDE1{F.Q.P}$$$$,CHEMBL3322014
19623,PEPTIDE1{L.Q.P}$$$$,CHEMBL3322015
19624,PEPTIDE1{G.E.P}$$$$,CHEMBL3322016
19625,PEPTIDE1{V.M.P}$$$$,CHEMBL3322017
19626,PEPTIDE1{G.W.A.P}$$$$,CHEMBL3322018
19627,PEPTIDE1{A.V.G.P}$$$$,CHEMBL3322019
19628,PEPTIDE1{S.P.Y.P}$$$$,CHEMBL3322020
19629,PEPTIDE1{V.S.S.P}$$$$,CHEMBL3322021
19630,PEPTIDE1{V.V.P.P}$$$$,CHEMBL3322022
19631,PEPTIDE1{V.L.P.Y.P}$$$$,CHEMBL3322106
19632,PEPTIDE1{H.Q.I.Y.P}$$$$,CHEMBL3322107
19633,PEPTIDE1{V.L.I.V.P}$$$$,CHEMBL3322108
19634,PEPTIDE1{L.V.P.P}$$$$,CHEMBL3322109
19635,PEPTIDE1{I.L.P.P}$$$$,CHEMBL3322110
19636,PEPTIDE1{P.K.H.P}$$$$,CHEMBL3322111
19637,PEPTIDE1{S.K.V.P.P}$$$$,CHEMBL3322112
19638,PEPTIDE1{A.P.V.P.P}$$$$,CHEMBL3322113
19639,PEPTIDE1{P.V.P.Q.P}$$$$,CHEMBL3322114
19640,PEPTIDE1{G.R.V.M.P}$$$$,CHEMBL3322115
19641,PEPTIDE1{P.Q.P.I.P}$$$$,CHEMBL3322116
19642,PEPTIDE1{T.K.V.I.P}$$$$,CHEMBL3322117
19643,PEPTIDE1{V.H.L.P.P}$$$$,CHEMBL3322118
19644,PEPTIDE1{V.H.L.A.P}$$$$,CHEMBL3322119
19645,PEPTIDE1{I.A.Y.K.P}$$$$,CHEMBL3322120
19646,PEPTIDE1{L.A.L.P.P}$$$$,CHEMBL3322121
19647,PEPTIDE1{H.L.P.L.P}$$$$,CHEMBL3322122
19648,PEPTIDE1{F.F.V.A.P}$$$$,CHEMBL3322123
19649,PEPTIDE1{A.V.P.Y.P}$$$$,CHEMBL3322124
19650,PEPTIDE1{V.L.P.I.P}$$$$,CHEMBL3322125
19651,PEPTIDE1{D.K.I.H.P}$$$$,CHEMBL3322126
19652,PEPTIDE1{D.Y.G.L.Y.P}$$$$,CHEMBL3322127
19653,PEPTIDE1{V.R.G.P.F.P}$$$$,CHEMBL3322128
19654,PEPTIDE1{V.I.E.K.Y.P}$$$$,CHEMBL3322129
19655,PEPTIDE1{K.V.L.P.V.P}$$$$,CHEMBL3322130
19656,PEPTIDE1{P.V.V.V.P.P}$$$$,CHEMBL3322131
19657,PEPTIDE1{R.P.Q.I.P.P}$$$$,CHEMBL3322132
19658,PEPTIDE1{N.I.F.Y.C.P}$$$$,CHEMBL3322133
19659,PEPTIDE1{L.H.L.P.L.P}$$$$,CHEMBL3322134
19660,PEPTIDE1{L.H.L.P.A.P}$$$$,CHEMBL3322135
19661,PEPTIDE1{L.H.L.P.Y.P}$$$$,CHEMBL3322136
19662,PEPTIDE1{L.H.L.P.G.P}$$$$,CHEMBL3322137
19663,PEPTIDE1{L.H.L.Y.L.P}$$$$,CHEMBL3322138
19664,PEPTIDE1{L.H.L.W.L.P}$$$$,CHEMBL3322139
19665,PEPTIDE1{L.A.Y.F.Y.P}$$$$,CHEMBL3321761
19666,PEPTIDE1{[ac].D.I.Y.E.T.[am]}$$$$,CHEMBL3323152
19667,PEPTIDE1{[ac].D.I.F.E.T.[am]}$$$$,CHEMBL3323153
19668,"PEPTIDE1{[ac].C.V.D.I.N.N.N.[dC].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL3326273
19669,PEPTIDE1{[ac].D.I.N.N.N.[am]}$$$$,CHEMBL3326274
19670,PEPTIDE1{[ac].C.V.D.I.N.N.N.C.[am]}$$$$,CHEMBL3326275
19671,PEPTIDE1{[ac].K.E.E.K.D.I.N.N.N.V.K.K.T.[am]}$$$$,CHEMBL3326276
19672,"PEPTIDE1{L.[dL].V.N.G.W}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL3327051
19673,PEPTIDE1{[ac].[dR].R.[Nal].[am]}$$$$,CHEMBL3327367
19674,"PEPTIDE1{R.[Nal].G.G.[dR]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$",CHEMBL3327368
19675,"PEPTIDE1{G.[dR].R.[Nal]}$PEPTIDE1,PEPTIDE1,4:R2-1:R1$$$",CHEMBL3327373
19676,PEPTIDE1{G.P.H.P.[Tle].I.[Tle].I.T.G.P.H.E.E}$$$$,CHEMBL3329936
19677,PEPTIDE1{G.P.H.P.[Tle].I.[Tle].I.T.G.[X972].H.E.E}$$$$,CHEMBL3329937
19678,PEPTIDE1{G.P.H.A.V.A.V.A.A.G.P.H.E.E}$$$$,CHEMBL3329938
19679,PEPTIDE1{L.E.A.I.P.C.S.I.P.P.E.F.L.F.G.K.P.F.V.F}$$$$,CHEMBL3331159
19680,PEPTIDE1{A.P.E.D.I.G.F.C.L.E.G.G.C.L.V.A.L.G}$$$$,CHEMBL3331160
19681,PEPTIDE1{S.G.V.L.T.V.G.V.A.L.T.R.R.V.Y.P.V.P}$$$$,CHEMBL3331161
19682,"PEPTIDE1{A.P.E.D.I.G.F.C.L.E.G.G.C.L.V.A.L.G}$PEPTIDE1,PEPTIDE1,13:R3-8:R3$$$",CHEMBL3331162
19683,PEPTIDE1{Y.A.F.E.I.I.G}$$$$,CHEMBL3331509
19684,PEPTIDE1{[ac].M.S.T.V.H.E.I.L.C.K.L.S.L.E}$$$$,CHEMBL3334803
19685,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335388
19686,PEPTIDE1{[ac].Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335389
19687,PEPTIDE1{[ac].T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335390
19688,PEPTIDE1{[ac].V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335391
19689,PEPTIDE1{[ac].P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335392
19690,PEPTIDE1{[ac].M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335393
19691,PEPTIDE1{[ac].R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335394
19692,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.[am]}$$$$,CHEMBL3335395
19693,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.[am]}$$$$,CHEMBL3335396
19694,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.[am]}$$$$,CHEMBL3335397
19695,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.[am]}$$$$,CHEMBL3335398
19696,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.[am]}$$$$,CHEMBL3335399
19697,PEPTIDE1{[ac].P.Q.A.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335400
19698,PEPTIDE1{[ac].P.Q.T.A.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335428
19699,PEPTIDE1{[ac].P.Q.T.V.A.M.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335429
19700,PEPTIDE1{[ac].P.Q.T.V.P.A.R.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335430
19701,PEPTIDE1{[ac].P.Q.T.V.P.M.A.L.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335431
19702,PEPTIDE1{[ac].P.Q.T.V.P.M.R.A.R.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335432
19703,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.A.K.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335433
19704,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.A.L.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335434
19705,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.A.P.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335435
19706,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.A.D.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335436
19707,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.A.S.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335437
19708,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.A.F.F.K.P.P.E.[am]}$$$$,CHEMBL3335438
19709,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.A.F.K.P.P.E.[am]}$$$$,CHEMBL3335439
19710,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.A.K.P.P.E.[am]}$$$$,CHEMBL3335440
19711,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.A.P.P.E.[am]}$$$$,CHEMBL3335441
19712,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.A.P.E.[am]}$$$$,CHEMBL3335442
19713,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.A.E.[am]}$$$$,CHEMBL3335443
19714,PEPTIDE1{[ac].P.Q.T.V.P.M.R.L.R.K.L.P.D.S.F.F.K.P.P.A.[am]}$$$$,CHEMBL3335444
19715,"PEPTIDE1{[ac].V.P.M.C.L.R.K.L.P.D.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335445
19716,"PEPTIDE1{[ac].V.P.M.C.L.R.K.L.P.D.S.F.[Hcy].K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335446
19717,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.L.P.D.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335447
19718,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.L.P.D.S.F.[Hcy].K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335448
19719,PEPTIDE1{[ac].V.P.M.C.L.R.K.L.P.D.S.F.C.K.P.P.E.[am]}$$$$,CHEMBL3335449
19720,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.L.P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335450
19721,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[Nle].P.D.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335451
19722,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335452
19723,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[X445].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335453
19724,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[X866].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335454
19725,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[X68].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335455
19726,"PEPTIDE1{[ac].V.P.[Nle].[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335457
19727,"PEPTIDE1{[ac].V.P.[X445].[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335458
19728,"PEPTIDE1{[ac].V.P.F.[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335459
19729,"PEPTIDE1{[ac].V.P.[X592].[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335460
19730,"PEPTIDE1{[ac].V.P.[Phe(3-Cl)].[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335461
19731,"PEPTIDE1{[ac].V.P.[Phe(4-Cl)].[Hcy].L.R.K.[Nle].P.A.S.F.C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335462
19732,"PEPTIDE1{[ac].V.P.M.[Hcy].L.R.K.[Nle].P.A.S.[X3].C.K.P.P.E.[am]}$PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL3335463
19733,PEPTIDE1{G.S.A.R.R.K.W.Q.K.T.G.H.A.V.R.A.I.G.R.L.S}$$$$,CHEMBL3337496
19734,PEPTIDE1{[ac].V.T.L.P.L.W.A.T.Y.T.Y.R.[am]}$$$$,CHEMBL3338679
19735,PEPTIDE1{G.G.F.L.R.I.R.P.K.L.K}$$$$,CHEMBL3339321
19736,PEPTIDE1{G.F.L.R.I.R.P.K.L.K}$$$$,CHEMBL3339322
19737,PEPTIDE1{F.L.R.I.R.P.K.L.K}$$$$,CHEMBL3339323
19738,PEPTIDE1{L.R.I.R.P.K.L.K}$$$$,CHEMBL3339324
19739,PEPTIDE1{G.F.L.R.I.R.P.K}$$$$,CHEMBL3339325
19740,PEPTIDE1{F.L.R.I.R.P.K}$$$$,CHEMBL3339326
19741,PEPTIDE1{L.R.I.R.P.K}$$$$,CHEMBL3339327
19742,PEPTIDE1{G.F.L.R.I.R}$$$$,CHEMBL3339328
19743,PEPTIDE1{F.L.R.I.R}$$$$,CHEMBL3339329
19744,PEPTIDE1{L.R.I.R}$$$$,CHEMBL3339330
19745,PEPTIDE1{L.A.R.I.R.P.K.L.K}$$$$,CHEMBL3339331
19746,PEPTIDE1{L.R.A.I.R.P.K.L.K}$$$$,CHEMBL3339332
19747,PEPTIDE1{F.L.A.R.I.R.P.K}$$$$,CHEMBL3339333
19748,PEPTIDE1{F.L.R.A.I.R.P}$$$$,CHEMBL3339334
19749,PEPTIDE1{F.L.R.I.R.R.P.K}$$$$,CHEMBL3339335
